Group,Time,Id,User,Message
"group 30","2/29/2016 11:01:35 PM","R_1C90qm4aaakepSy","User 2","i think she does"
"group 30","2/29/2016 11:01:43 PM","R_3O7d2Z1Ysez3OD8","User 1","you?"
"group 30","2/29/2016 11:01:45 PM","R_1C90qm4aaakepSy","User 2","and i think mine loves me too just as much as i love her"
"group 30","2/29/2016 11:01:59 PM","R_1C90qm4aaakepSy","User 2","Share	   with	   your	   partner	   an	   embarrassing	   moment	   in	   your life?"
"group 30","2/29/2016 11:02:41 PM","R_3O7d2Z1Ysez3OD8","User 1","When I was younger, my brothers and I were messing with the mannequins in a museum. I went and smacked a mannequin's ass pretty hard. It wasn't a mannequin. We were asked to leave the room"
"group 30","2/29/2016 11:02:58 PM","R_1C90qm4aaakepSy","User 2","hahha stupid"
"group 30","2/29/2016 11:03:03 PM","R_3O7d2Z1Ysez3OD8","User 1","yep... hahah"
"group 30","2/29/2016 11:03:05 PM","R_3O7d2Z1Ysez3OD8","User 1","you?"
"group 30","2/29/2016 11:03:56 PM","R_1C90qm4aaakepSy","User 2","I have too many embarassing stories but a good one would probably be texting and walking (don't ever do it) and literally going head first into a pole in front of everyone"
"group 30","2/29/2016 11:04:19 PM","R_1C90qm4aaakepSy","User 2","When  did  you  last  cry  in  front  of  another  person? By yourself?"
"group 30","2/29/2016 11:04:31 PM","R_3O7d2Z1Ysez3OD8","User 1","Hahaha I've definitely seen that happen before... Can't remember the last time I cried in front of someone. The last time I cried by myself was this August"
"group 30","2/29/2016 11:04:46 PM","R_3O7d2Z1Ysez3OD8","User 1","I'm not a big crier :cry:"
"group 30","2/29/2016 11:04:52 PM","R_3O7d2Z1Ysez3OD8","User 1","wbu"
"group 30","2/29/2016 11:05:11 PM","R_1C90qm4aaakepSy","User 2","Mine was last week lol athletic purposes, didn't do too well so cried more of disappointment than being sad"
"group 30","2/29/2016 11:05:34 PM","R_1C90qm4aaakepSy","User 2","If	   you	   were	   to	   die	   this	   e vening	   with	   no	   opportunity	   to	   communicate	   with	   anyone,	   what	    would	   you	   most	   regret	   not	   having	   told	   someone?	   Why	   haven't	   you	   told	them yet?"
"group 30","2/29/2016 11:06:07 PM","R_3O7d2Z1Ysez3OD8","User 1","definitely have been there.. and I would probably regret not having told people that I love and appreciate them (especially those who I feel wouldn't know it)"
"group 30","2/29/2016 11:06:27 PM","R_3O7d2Z1Ysez3OD8","User 1","I haven't told them yet because they are generally on the peripherals of my life"
"group 30","2/29/2016 11:06:43 PM","R_1C90qm4aaakepSy","User 2","yeah me too, especially my family but I wouldn't regret it too much because im usually good at communicating that kind of stuff with them"
"group 30","2/29/2016 11:07:04 PM","R_1C90qm4aaakepSy","User 2","Your	   house,	   containing	   everything	   you	   own,	   catches	   fire.	   After	   saving	   your	   loved	   ones	   and	    pets,	   you	   have	   time	   to	    safely	   make	   a	   final	   dash	   to	   save	   any	   one	   item.	   What	would it be? Why?"
"group 30","2/29/2016 11:07:30 PM","","System",">> This chat has 1500 seconds remaining before expiring. Please start wrapping up your conversation."
"group 30","2/29/2016 11:07:35 PM","R_3O7d2Z1Ysez3OD8","User 1","I would say the most expensive item, probably my computer."
"group 30","2/29/2016 11:07:45 PM","R_1C90qm4aaakepSy","User 2","that a good one"
"group 30","2/29/2016 11:07:54 PM","R_1C90qm4aaakepSy","User 2","I would probably save an old photo album"
"group 30","2/29/2016 11:08:06 PM","R_3O7d2Z1Ysez3OD8","User 1","^now I feel like a dick"
"group 30","2/29/2016 11:08:07 PM","R_3O7d2Z1Ysez3OD8","User 1","hahaha"
"group 30","2/29/2016 11:08:08 PM","R_1C90qm4aaakepSy","User 2","Of	   all	   the	   people	   in	   your	   family, whose	   death	   would	   you	   find	   most	   disturbing? Why?"
"group 30","2/29/2016 11:08:10 PM","R_1C90qm4aaakepSy","User 2","hahaha"
"group 30","2/29/2016 11:08:21 PM","R_1C90qm4aaakepSy","User 2","its okay i would probably just grab both"
"group 30","2/29/2016 11:08:32 PM","R_1C90qm4aaakepSy","User 2","i have two hands"
"group 30","2/29/2016 11:08:49 PM","R_3O7d2Z1Ysez3OD8","User 1","likely my little brother. Because I feel somewhat responsible for his success and/or well-being"
"group 30","2/29/2016 11:09:09 PM","R_1C90qm4aaakepSy","User 2","I feel like disturbing is the wrong word?"
"group 30","2/29/2016 11:09:12 PM","R_3O7d2Z1Ysez3OD8","User 1","You're an athlete i'm sure you would make it in time! haha"
"group 30","2/29/2016 11:09:18 PM","R_3O7d2Z1Ysez3OD8","User 1","Yeah, kind of a weird note to end on..."
"group 30","2/29/2016 11:09:20 PM","R_1C90qm4aaakepSy","User 2","hahha yes i hope so!"
"group 30","2/29/2016 11:09:47 PM","R_1C90qm4aaakepSy","User 2","and mine would probably be my mom, well just cause she's my mom lol i feel like that one is self-explanatory"
"group 30","2/29/2016 11:10:02 PM","R_1C90qm4aaakepSy","User 2","k we good?"
"group 30","2/29/2016 11:10:08 PM","R_3O7d2Z1Ysez3OD8","User 1","I think so yeah"
"group 30","2/29/2016 11:10:12 PM","R_3O7d2Z1Ysez3OD8","User 1","thanks!"
"group 30","2/29/2016 11:10:13 PM","","System",">> User 2 has Disconnected"
"group 30","2/29/2016 11:10:20 PM","","System",">> User 1 has Disconnected"
"group 30","2/29/2016 11:33:03 PM","","System",">> This chat has now expired."
"group 31","3/1/2016 12:03:53 AM","","System",">> User 1 has Connected"
"group 31","3/1/2016 12:04:30 AM","","System",">> All chat participants have arrived. You may now chat!"
"group 31","3/1/2016 12:04:30 AM","","System",">> User 2 has Connected"
"group 31","3/1/2016 12:05:52 AM","R_3QVqrg2XyB1GxUI","User 1","Given the choice of anyone in the world, whom would you want as your dinner guest?"
"group 31","3/1/2016 12:07:40 AM","R_2WG3bVoHFAx2qOM","User 2","I would want President Obama in order to understand what problems our nation is facing and what he is doing to solve them. Moreover he has learned so much and done alot the last several years. I would love to hear about his experience as President."
"group 31","3/1/2016 12:07:52 AM","R_2WG3bVoHFAx2qOM","User 2","Given the choice of anyone in the world, whom would you want as your dinner guest?"
"group 31","3/1/2016 12:08:31 AM","R_3QVqrg2XyB1GxUI","User 1","I would want Ellen Degeneres. I think she's hilarious and a real role-model in the LGBT space."
"group 31","3/1/2016 12:08:47 AM","R_3QVqrg2XyB1GxUI","User 1","What would constitute a ""perfect"" day for you>"
"group 31","3/1/2016 12:09:29 AM","R_2WG3bVoHFAx2qOM","User 2","A perfect day would be one when I did not have anything to do. I could spend the day with my friends and family and would not have to worry about anything else."
"group 31","3/1/2016 12:09:46 AM","R_2WG3bVoHFAx2qOM","User 2","What would constitute a ""perfect"" day for you?"
"group 31","3/1/2016 12:10:28 AM","R_3QVqrg2XyB1GxUI","User 1","A perfect day would be one where I have the opportunity to travel, try new food items, and see my family and relatives."
"group 31","3/1/2016 12:11:42 AM","R_3QVqrg2XyB1GxUI","User 1","If you were able to live to the age of 90 and retain either the mind or body of a 30 year old for the last 60 years of your life, which would you want?"
"group 31","3/1/2016 12:12:22 AM","R_2WG3bVoHFAx2qOM","User 2","I would want the mind of a 30 year old!! Even though its super cliche, looks arent everything. A beatiiful mind is better than a beautiful body. I would be able to have intelligent conversations with people and be able to make an impact on the world with my mind!"
"group 31","3/1/2016 12:12:31 AM","R_2WG3bVoHFAx2qOM","User 2","If you were able to live to the age of 90 and retain either the mind or body of a 30 year old for the last 60 years of your life, which would you want?"
"group 31","3/1/2016 12:13:40 AM","R_3QVqrg2XyB1GxUI","User 1","I would want the body of a 30 year old, simply because I'd want a more mature and experienced mind than that of a 30 year old's for the rest of my life. I think there's still much to be learned after the age of 30."
"group 31","3/1/2016 12:14:08 AM","R_3QVqrg2XyB1GxUI","User 1","if you could change anything about the way you were raised, what would it be?"
"group 31","3/1/2016 12:14:14 AM","R_2WG3bVoHFAx2qOM","User 2","I dont think I would change anything about the way I was raised"
"group 31","3/1/2016 12:14:20 AM","R_2WG3bVoHFAx2qOM","User 2","if you could change anything about the way you were raised, what would it be?"
"group 31","3/1/2016 12:14:23 AM","R_3QVqrg2XyB1GxUI","User 1","I wouldn't change anything either."
"group 31","3/1/2016 12:14:41 AM","R_3QVqrg2XyB1GxUI","User 1","if you could wake up tomorrow having gained one quality or ability, what would it be?"
"group 31","3/1/2016 12:15:17 AM","R_2WG3bVoHFAx2qOM","User 2","Photographic Memory! Then I could read anything and remember it forever. It would allow me to gain so much knowledge"
"group 31","3/1/2016 12:15:33 AM","R_2WG3bVoHFAx2qOM","User 2","if you could wake up tomorrow having gained one quality or ability, what would it be?"
"group 31","3/1/2016 12:15:34 AM","R_3QVqrg2XyB1GxUI","User 1","I'd like the ability to code well."
"group 31","3/1/2016 12:16:05 AM","R_3QVqrg2XyB1GxUI","User 1","if a crystal ball could tell you the truth about yourself, your life, the future, or anything else, what would you want to know?"
"group 31","3/1/2016 12:16:42 AM","R_2WG3bVoHFAx2qOM","User 2","I would want to know the truth about my future; where my career is going, who I am in the future"
"group 31","3/1/2016 12:16:52 AM","R_2WG3bVoHFAx2qOM","User 2","if a crystal ball could tell you the truth about yourself, your life, the future, or anything else, what would you want to know?"
"group 31","3/1/2016 12:16:53 AM","R_3QVqrg2XyB1GxUI","User 1","Nothing -- it ruins the surprise and motivation to work hard."
"group 31","3/1/2016 12:17:04 AM","R_3QVqrg2XyB1GxUI","User 1","What is the greatest accomplishment of your life>"
"group 31","3/1/2016 12:17:21 AM","R_2WG3bVoHFAx2qOM","User 2","Definitnely getting into Berkeley!"
"group 31","3/1/2016 12:17:30 AM","R_2WG3bVoHFAx2qOM","User 2","What is the greatest accomplishment of your life?"
"group 31","3/1/2016 12:17:54 AM","R_3QVqrg2XyB1GxUI","User 1","Not sure -- hopefully my greatest accomplishment is yet to come"
"group 31","3/1/2016 12:18:01 AM","R_3QVqrg2XyB1GxUI","User 1","What is your most treasured memory?"
"group 31","3/1/2016 12:18:57 AM","R_2WG3bVoHFAx2qOM","User 2","Too many treasured memories. I cant choose one! Probably spending time with my family and growing up with my sibling"
"group 31","3/1/2016 12:19:03 AM","R_2WG3bVoHFAx2qOM","User 2","What is your most treasured memory?"
"group 31","3/1/2016 12:19:22 AM","R_3QVqrg2XyB1GxUI","User 1","Playing on the beach with my family."
"group 31","3/1/2016 12:19:58 AM","R_3QVqrg2XyB1GxUI","User 1","If you knew that in one year you'd die suddenly, would you change anything about the way you are living now?Why?"
"group 31","3/1/2016 12:20:43 AM","R_2WG3bVoHFAx2qOM","User 2","Thats a hard one! I think I would want to spend the last year with my family and close friends (maybe traveling the world with them). My dream is to go to every continent in the world, and all the wonders of the world before I die!"
"group 31","3/1/2016 12:20:50 AM","R_2WG3bVoHFAx2qOM","User 2","If you knew that in one year you'd die suddenly, would you change anything about the way you are living now?Why?"
"group 31","3/1/2016 12:21:04 AM","R_3QVqrg2XyB1GxUI","User 1","I'd stop worrying about the future and spend time with those who really make a difference in my life."
"group 31","3/1/2016 12:21:16 AM","R_3QVqrg2XyB1GxUI","User 1","How do you feel about your relationship with your mother?"
"group 31","3/1/2016 12:21:42 AM","R_2WG3bVoHFAx2qOM","User 2","I have a very strong relationship with her. Since I am close to home, I get to spend time with her often."
"group 31","3/1/2016 12:21:49 AM","R_2WG3bVoHFAx2qOM","User 2","How do you feel about your relationship with your mother?"
"group 31","3/1/2016 12:21:58 AM","R_3QVqrg2XyB1GxUI","User 1","It's great -- we are close."
"group 31","3/1/2016 12:22:15 AM","R_3QVqrg2XyB1GxUI","User 1","Share with your partner an embarrassing moment in your life."
"group 31","3/1/2016 12:22:55 AM","R_2WG3bVoHFAx2qOM","User 2","LOL tripped while walking today. that was pretty embarrassing"
"group 31","3/1/2016 12:23:03 AM","R_2WG3bVoHFAx2qOM","User 2","Share with your partner an embarrassing moment in your life."
"group 31","3/1/2016 12:23:13 AM","R_3QVqrg2XyB1GxUI","User 1","My group was making a presentation to the class and I forgot my script. I improvised and it was all okay."
"group 31","3/1/2016 12:23:33 AM","R_3QVqrg2XyB1GxUI","User 1","When did you last cry in front of another person? By yourself?"
"group 31","3/1/2016 12:24:13 AM","R_2WG3bVoHFAx2qOM","User 2","My Uncle passed away this weekend, so cried with my family over the weekend"
"group 31","3/1/2016 12:24:20 AM","R_2WG3bVoHFAx2qOM","User 2","When did you last cry in front of another person? By yourself?"
"group 31","3/1/2016 12:24:22 AM","R_3QVqrg2XyB1GxUI","User 1","In front of someone else and by myself...must be at least 6+ months."
"group 31","3/1/2016 12:24:53 AM","","System",">> This chat has 1500 seconds remaining before expiring. Please start wrapping up your conversation."
"group 31","3/1/2016 12:24:59 AM","R_3QVqrg2XyB1GxUI","User 1","If you were to die this evening without the opportunity to communicate with anyone, what would you most regret not having told someone?Why havent you told them yet?"
"group 31","3/1/2016 12:25:26 AM","R_2WG3bVoHFAx2qOM","User 2","I dont think anything. I like to be straight forwad and tell me whats on my mind"
"group 31","3/1/2016 12:25:32 AM","R_2WG3bVoHFAx2qOM","User 2","If you were to die this evening without the opportunity to communicate with anyone, what would you most regret not having told someone?Why havent you told them yet?"
"group 31","3/1/2016 12:25:44 AM","R_3QVqrg2XyB1GxUI","User 1","My family that I love them. I've told them before but just not often enough."
"group 31","3/1/2016 12:26:28 AM","R_3QVqrg2XyB1GxUI","User 1","Your house, containing everything you own, catches fire. After saving your loved ones and pets, you have time to safely make a final dash to save any one item. What would it be? Why?"
"group 31","3/1/2016 12:26:39 AM","R_2WG3bVoHFAx2qOM","User 2","my laptop. i feel like my life is on it"
"group 31","3/1/2016 12:26:40 AM","R_3QVqrg2XyB1GxUI","User 1","My laptop -- it has lots of important information"
"group 31","3/1/2016 12:26:42 AM","R_2WG3bVoHFAx2qOM","User 2","Your house, containing everything you own, catches fire. After saving your loved ones and pets, you have time to safely make a final dash to save any one item. What would it be? Why?"
"group 31","3/1/2016 12:27:02 AM","R_3QVqrg2XyB1GxUI","User 1","of all the people in your family, whose death would you find most disturbing? Why?"
"group 31","3/1/2016 12:27:33 AM","R_2WG3bVoHFAx2qOM","User 2","I think my sister because she is like my best friend. I talk to her all the time and she knows everything about me. Honestly dont know what I would do without her."
"group 31","3/1/2016 12:27:39 AM","R_2WG3bVoHFAx2qOM","User 2","of all the people in your family, whose death would you find most disturbing? Why?"
"group 31","3/1/2016 12:27:50 AM","R_3QVqrg2XyB1GxUI","User 1","My dad's"
"group 31","3/1/2016 12:28:09 AM","","System",">> User 1 has Disconnected"
"group 31","3/1/2016 12:28:19 AM","","System",">> User 2 has Disconnected"
"group 31","3/1/2016 12:50:11 AM","","System",">> This chat has now expired."
"group 32","3/1/2016 12:06:43 AM","","System",">> User 1 has Connected"
"group 32","3/1/2016 12:07:44 AM","","System",">> All chat participants have arrived. You may now chat!"
"group 32","3/1/2016 12:07:44 AM","","System",">> User 2 has Connected"
"group 32","3/1/2016 12:08:22 AM","R_2f85Xfh2HmwmB9R","User 1","Given the choice of anyone in the world,who would you want as a dinner guest?"
"group 32","3/1/2016 12:09:37 AM","R_UgutvOzT0D5nX8Z","User 2","My family"
"group 32","3/1/2016 12:09:46 AM","R_UgutvOzT0D5nX8Z","User 2","You?"
"group 32","3/1/2016 12:10:18 AM","R_UgutvOzT0D5nX8Z","User 2","Given the choice of anyone in the world,who would you want as a dinner guest?"
"group 32","3/1/2016 12:11:11 AM","R_2f85Xfh2HmwmB9R","User 1","I would want Drake to by my dinner guest, because he's my favorite musical artist and I'd want to talk to him about his music."
"group 32","3/1/2016 12:11:25 AM","R_UgutvOzT0D5nX8Z","User 2"," :smiley:"
"group 32","3/1/2016 12:11:37 AM","R_2f85Xfh2HmwmB9R","User 1","What would consititute a ""perfect"" day for you?"
"group 32","3/1/2016 12:11:41 AM","R_UgutvOzT0D5nX8Z","User 2","What  would  constitute  a  ""perfect""  day  for you?"
"group 32","3/1/2016 12:12:57 AM","R_2f85Xfh2HmwmB9R","User 1","My perfect day would be where all of my friends are around and we're having a good time. Then I get to go and have a great dinner with my family."
"group 32","3/1/2016 12:13:45 AM","R_UgutvOzT0D5nX8Z","User 2","wake up naturally, have lunch with my roommate, finishing all the to do list for that day, and have a nice dinner with my family"
"group 32","3/1/2016 12:14:16 AM","R_UgutvOzT0D5nX8Z","User 2","If	   you	   were	   able	   to	   live	   to	   the	   age	   of	   90	   and	   retain	   either	   the	   mind	   or	   body	   of	   a	   30 -­‐ year -­‐ old	    for	   the	   last	   60	   years	   of	   your	   life,	   which	   would	   you	    want?"
"group 32","3/1/2016 12:14:51 AM","R_2f85Xfh2HmwmB9R","User 1","I would want the body of a 30 year old, that would be way more fun."
"group 32","3/1/2016 12:15:17 AM","R_2f85Xfh2HmwmB9R","User 1","If you were able to live to the age of 90 and retain either the mind or body of a 30 year old for the last 60 years of your life, which would you want?"
"group 32","3/1/2016 12:15:27 AM","R_UgutvOzT0D5nX8Z","User 2","I would want the body  of a 30 year old. I can do more things I want"
"group 32","3/1/2016 12:15:41 AM","R_UgutvOzT0D5nX8Z","User 2","If  you  could  change  anything  about  the  way  you  were  raised,  what  would"
"group 32","3/1/2016 12:15:53 AM","R_UgutvOzT0D5nX8Z","User 2","it be?"
"group 32","3/1/2016 12:15:56 AM","R_2f85Xfh2HmwmB9R","User 1","Less tv and more time doing active things."
"group 32","3/1/2016 12:16:11 AM","R_2f85Xfh2HmwmB9R","User 1","If you could change anything about the way you were raised, what would it be?"
"group 32","3/1/2016 12:16:37 AM","R_UgutvOzT0D5nX8Z","User 2","watched less tv and stady harder"
"group 32","3/1/2016 12:16:42 AM","R_UgutvOzT0D5nX8Z","User 2","study*"
"group 32","3/1/2016 12:16:48 AM","R_2f85Xfh2HmwmB9R","User 1"," :laughing:"
"group 32","3/1/2016 12:16:59 AM","R_UgutvOzT0D5nX8Z","User 2","If  you  could  wake  up  tomorrow  having  gained  any  one  quality  or  ability,  what"
"group 32","3/1/2016 12:17:08 AM","R_UgutvOzT0D5nX8Z","User 2","bility,  what"
"group 32","3/1/2016 12:17:20 AM","R_UgutvOzT0D5nX8Z","User 2"," :sweat: :sweat:"
"group 32","3/1/2016 12:17:25 AM","R_UgutvOzT0D5nX8Z","User 2","what would it be?"
"group 32","3/1/2016 12:18:16 AM","R_2f85Xfh2HmwmB9R","User 1","It would be the ability to manipulate anyone on the planet so that I can always get what I want."
"group 32","3/1/2016 12:18:34 AM","R_2f85Xfh2HmwmB9R","User 1","If you could wake up tomorrow having gained any one quality or ability what would it be?"
"group 32","3/1/2016 12:18:36 AM","R_UgutvOzT0D5nX8Z","User 2"," :laughing: :laughing:"
"group 32","3/1/2016 12:19:04 AM","R_2f85Xfh2HmwmB9R","User 1"," :sunglasses:"
"group 32","3/1/2016 12:19:29 AM","R_UgutvOzT0D5nX8Z","User 2","I would want to know every languages on the world so I can understand what other people talking about"
"group 32","3/1/2016 12:19:59 AM","R_2f85Xfh2HmwmB9R","User 1","noice"
"group 32","3/1/2016 12:20:15 AM","R_UgutvOzT0D5nX8Z","User 2","If	   a	   crystal	   ball	   could	   tell	   you	   the	   truth	   about	   yourself,	   your	   life,	   the	   fu ture,"
"group 32","3/1/2016 12:20:26 AM","R_UgutvOzT0D5nX8Z","User 2","r	   anything	   else,	    what	   would	   you	   want	   to	   know"
"group 32","3/1/2016 12:20:32 AM","R_UgutvOzT0D5nX8Z","User 2","?"
"group 32","3/1/2016 12:20:47 AM","R_2f85Xfh2HmwmB9R","User 1","I would want to know about all the times people have lied to me and got away with it."
"group 32","3/1/2016 12:21:09 AM","R_2f85Xfh2HmwmB9R","User 1","If you had a crystal ball that could tell you the truth about yourself, your life, the future, or anything else, what would you want to know?"
"group 32","3/1/2016 12:22:00 AM","R_UgutvOzT0D5nX8Z","User 2","I would want to know the truth about my friend at middle school that I never have a chance to know that truth"
"group 32","3/1/2016 12:22:25 AM","R_UgutvOzT0D5nX8Z","User 2","What  is  the  greatest  accomplishment  of  your life?"
"group 32","3/1/2016 12:22:53 AM","R_2f85Xfh2HmwmB9R","User 1","Having climbed mount everest."
"group 32","3/1/2016 12:23:00 AM","R_2f85Xfh2HmwmB9R","User 1","What is the greatest accomplishment of your life?"
"group 32","3/1/2016 12:24:47 AM","R_UgutvOzT0D5nX8Z","User 2","Having my own concert"
"group 32","3/1/2016 12:25:14 AM","R_2f85Xfh2HmwmB9R","User 1","Coolio"
"group 32","3/1/2016 12:25:28 AM","R_2f85Xfh2HmwmB9R","User 1","What is your most treasured memory?"
"group 32","3/1/2016 12:26:37 AM","R_UgutvOzT0D5nX8Z","User 2","The memory of my dad and I playing in the park."
"group 32","3/1/2016 12:26:45 AM","R_UgutvOzT0D5nX8Z","User 2","What is your most treasured memory?"
"group 32","3/1/2016 12:27:23 AM","R_2f85Xfh2HmwmB9R","User 1","Scoring a penalty kick in the finals of a big soccer tournament in Southern California."
"group 32","3/1/2016 12:27:50 AM","R_UgutvOzT0D5nX8Z","User 2","Nice!"
"group 32","3/1/2016 12:28:02 AM","","System",">> This chat has 1500 seconds remaining before expiring. Please start wrapping up your conversation."
"group 32","3/1/2016 12:28:11 AM","R_UgutvOzT0D5nX8Z","User 2","If	   you	   knew	   that	   in	   one	   year	   you	   would	   die	   suddenly,	   would	   you	   change	   anything	   about	   the	    way	   you	   are now	   living?	   Why?"
"group 32","3/1/2016 12:29:03 AM","R_2f85Xfh2HmwmB9R","User 1","I would stop worrying so much about my health, and do things that are bad for me. For example eating whatever I feel like eating and not worrying about the calories. I'd probably drink a lot more too :grin:"
"group 32","3/1/2016 12:29:20 AM","R_2f85Xfh2HmwmB9R","User 1","If you knew that in one year you would die suddenly, would you change anything about the way you are now living? Why?"
"group 32","3/1/2016 12:30:01 AM","R_UgutvOzT0D5nX8Z","User 2","I would do whatever I want to do and go to wherever I want to go. I am being worry too much about other little things in my life and never do things that I like and I want"
"group 32","3/1/2016 12:30:15 AM","R_UgutvOzT0D5nX8Z","User 2","How  do  you  feel  about  your  relationship  with  your mother?"
"group 32","3/1/2016 12:30:46 AM","R_2f85Xfh2HmwmB9R","User 1","I think that I have a great relationship with my mother. We talk often, I respect her a lot, and she's very proud of me."
"group 32","3/1/2016 12:30:54 AM","R_2f85Xfh2HmwmB9R","User 1","How do you feel about your relationship with your mother?"
"group 32","3/1/2016 12:31:06 AM","R_UgutvOzT0D5nX8Z","User 2","My mom and I are just like sisters. I am very happy with that and I would like to have the same relationship with my children"
"group 32","3/1/2016 12:31:28 AM","R_UgutvOzT0D5nX8Z","User 2","Share  with  your  partner  an  embarrassing  moment  in  your life?"
"group 32","3/1/2016 12:31:56 AM","R_2f85Xfh2HmwmB9R","User 1","I pee'd on myself inside of a comic book store."
"group 32","3/1/2016 12:32:07 AM","R_2f85Xfh2HmwmB9R","User 1","Share with your parnet and embarrassing moment in your life?"
"group 32","3/1/2016 12:32:55 AM","R_UgutvOzT0D5nX8Z","User 2","When I was in elementary school I forgot to bring my underwear with me to change after swimming class because I already wear the swim suit inside my clothes."
"group 32","3/1/2016 12:33:10 AM","R_UgutvOzT0D5nX8Z","User 2","When  did  you  last  cry  in  front  of  another  person?  By  yourself?"
"group 32","3/1/2016 12:33:30 AM","R_2f85Xfh2HmwmB9R","User 1","I cried in front of my father when my aunt passed away."
"group 32","3/1/2016 12:33:41 AM","R_2f85Xfh2HmwmB9R","User 1","When did you last cry in front of another person? By yourself?"
"group 32","3/1/2016 12:34:01 AM","R_UgutvOzT0D5nX8Z","User 2","The last cry in front of other person was last week when I had a fight with my boyfriend"
"group 32","3/1/2016 12:34:22 AM","R_UgutvOzT0D5nX8Z","User 2","If	   you	   were	   to	   die	   this	   e vening	   with	   no	   opportunity	   to	   communicate	   with	   anyone,	   what	    would	   you	   most	   regret	   not	   having	   told	   someone?"
"group 32","3/1/2016 12:34:37 AM","R_UgutvOzT0D5nX8Z","User 2","e?  Why  haven't  you  told  them yet?"
"group 32","3/1/2016 12:35:02 AM","R_2f85Xfh2HmwmB9R","User 1","I honestly don't have anything that I would regret not telling someone."
"group 32","3/1/2016 12:35:17 AM","R_2f85Xfh2HmwmB9R","User 1","If you were to die this e vening with no opportunity to communicate with anyone, what would you most regret not having told someone?"
"group 32","3/1/2016 12:35:25 AM","R_2f85Xfh2HmwmB9R","User 1","Why haven't you told them yet?"
"group 32","3/1/2016 12:35:51 AM","R_UgutvOzT0D5nX8Z","User 2","I want to tell my dad I love him more than he thought but I did not talk to him for a while"
"group 32","3/1/2016 12:36:05 AM","R_UgutvOzT0D5nX8Z","User 2","Your	   house,	   containing	   everything	   you	   own,	   catches	   fire.	   After	   saving	   your	   loved	   ones	   and	    pets,	   you	   have	   time	   to	    safely	   make	   a	   final	   dash	   to	   save	   any	   one	   item.	   What	   would	   it	   be?	    Why?"
"group 32","3/1/2016 12:36:24 AM","R_2f85Xfh2HmwmB9R","User 1","I would save my Playstation 4, because FIFA is life."
"group 32","3/1/2016 12:36:29 AM","R_2f85Xfh2HmwmB9R","User 1","Your house, containing everything you own, catches fire. After saving your loved ones and pets, you have time to safely make a final dash to save any one item. What would it be? Why?"
"group 32","3/1/2016 12:37:09 AM","R_UgutvOzT0D5nX8Z","User 2","I would save my bear because that's from my mom"
"group 32","3/1/2016 12:37:17 AM","R_UgutvOzT0D5nX8Z","User 2","Of	   all	   the	   people	   in	   your	   family, whose	   death	   would	   you	   find	   most	   disturbing?"
"group 32","3/1/2016 12:37:40 AM","R_2f85Xfh2HmwmB9R","User 1","My sister, because she's the youngest in the family and has so much more time to live."
"group 32","3/1/2016 12:37:45 AM","R_2f85Xfh2HmwmB9R","User 1","Of all the people in your family, whose death would you find most disturbing?\"
"group 32","3/1/2016 12:38:18 AM","R_UgutvOzT0D5nX8Z","User 2","My mom..she is just too good"
"group 32","3/1/2016 12:38:28 AM","R_UgutvOzT0D5nX8Z","User 2"," :smiley: :smiley: :smiley:"
"group 32","3/1/2016 12:38:39 AM","R_2f85Xfh2HmwmB9R","User 1","Well it has been fun."
"group 32","3/1/2016 12:38:43 AM","R_2f85Xfh2HmwmB9R","User 1","See ya later."
"group 32","3/1/2016 12:38:46 AM","R_UgutvOzT0D5nX8Z","User 2","See you"
"group 32","3/1/2016 12:38:48 AM","","System",">> User 1 has Disconnected"
"group 32","3/1/2016 12:38:52 AM","","System",">> User 2 has Disconnected"
"group 32","3/1/2016 12:53:22 AM","","System",">> This chat has now expired."
"group 33","3/4/2016 7:08:00 PM","","System",">> User 1 has Connected"
"group 33","3/4/2016 7:09:08 PM","","System",">> All chat participants have arrived. You may now chat!"
"group 33","3/4/2016 7:09:08 PM","","System",">> User 2 has Connected"
"group 33","3/4/2016 7:09:33 PM","R_50x1PCjDc5GJFn3","User 1","iven	   the	   choice	    of	   anyone	   in	   the	   world,	   whom	   would	   you	   want	   as	   a	   dinne"
"group 33","3/4/2016 7:10:01 PM","R_50x1PCjDc5GJFn3","User 1","Who would you want as a dinner partner?"
"group 33","3/4/2016 7:10:33 PM","R_DoUW2nEx3APDtcZ","User 2","That's a hard one haha; give me a sec to think about it. How about you?"
"group 33","3/4/2016 7:11:01 PM","R_50x1PCjDc5GJFn3","User 1","Ashanti and Ja Rule, while they sing mesmerize lol"
"group 33","3/4/2016 7:11:23 PM","R_50x1PCjDc5GJFn3","User 1","You?"
"group 33","3/4/2016 7:11:38 PM","R_DoUW2nEx3APDtcZ","User 2","I think I'd go with Donald Trump to see what's going on in his head lol"
"group 33","3/4/2016 7:11:54 PM","R_DoUW2nEx3APDtcZ","User 2","Hahhah good choice"
"group 33","3/4/2016 7:11:56 PM","R_50x1PCjDc5GJFn3","User 1","HA! Agreed he scares me"
"group 33","3/4/2016 7:12:04 PM","R_50x1PCjDc5GJFn3","User 1","okay so perfect day?"
"group 33","3/4/2016 7:12:09 PM","R_DoUW2nEx3APDtcZ","User 2","What  would  constitute  a  ""perfect""  day  for you?"
