Group,Time,Id,User,Message,is na?,Hour,Minute,Time 2
group 137,1/10/2016 16:22,R_2VyJaLD4D7dLMRH,User 1,My photographs.  They have treasured memories.,FALSE,16,22,1/10/2016 16:22
group 137,1/10/2016 16:22,R_2VyJaLD4D7dLMRH,User 1,"15. Of	all	the	people	in	your	family, whose	death	would	you	find	most	disturbing?	Why?",FALSE,16,22,1/10/2016 16:22
group 137,1/10/2016 16:23,R_2VyJaLD4D7dLMRH,User 1,My daughter - because she is the youngest and the one I would least expect.,FALSE,16,23,1/10/2016 16:23
group 137,1/10/2016 16:07,R_2VyJaLD4D7dLMRH,User 1,Barrack Obamma,FALSE,16,7,1/10/2016 16:07
group 147,1/10/2016 23:16,R_1M5Pn1Z4jscqVY2,User 1,Hi,FALSE,23,16,1/10/2016 23:16
group 147,1/10/2016 23:16,R_1M5Pn1Z4jscqVY2,User 1,Hello?,FALSE,23,16,1/10/2016 23:16
group 147,1/10/2016 23:17,R_3g7SvIDVBT7QZ2a,User 2,Hi!,FALSE,23,17,1/10/2016 23:17
group 147,1/10/2016 23:17,R_1M5Pn1Z4jscqVY2,User 1,There we go.,FALSE,23,17,1/10/2016 23:17
group 147,1/10/2016 23:18,R_1M5Pn1Z4jscqVY2,User 1,Ready to do this?,FALSE,23,18,1/10/2016 23:18
group 147,1/10/2016 23:18,R_3g7SvIDVBT7QZ2a,User 2,Yep.,FALSE,23,18,1/10/2016 23:18
group 147,1/10/2016 23:18,R_1M5Pn1Z4jscqVY2,User 1,All right. First question then.,FALSE,23,18,1/10/2016 23:18
group 147,1/10/2016 23:18,R_1M5Pn1Z4jscqVY2,User 1,"Given the choice of anyone in the world, whom would you want as a dinner guest?",FALSE,23,18,1/10/2016 23:18
group 147,1/10/2016 23:19,R_1M5Pn1Z4jscqVY2,User 1,You can go first.,FALSE,23,19,1/10/2016 23:19
group 147,1/10/2016 23:19,R_3g7SvIDVBT7QZ2a,User 2,Ok. I'd have to say Bernie Sanders. I think he's amazing and I would love to have a conversation with him.,FALSE,23,19,1/10/2016 23:19
group 147,1/10/2016 23:19,R_3g7SvIDVBT7QZ2a,User 2,How about you?,FALSE,23,19,1/10/2016 23:19
group 147,1/10/2016 23:20,R_1M5Pn1Z4jscqVY2,User 1,"(In response to your answer) Trump, so I could find a way to poison his food.",FALSE,23,20,1/10/2016 23:20
group 147,1/10/2016 23:21,R_3g7SvIDVBT7QZ2a,User 2,Haha! That was unexpected but awesome!,FALSE,23,21,1/10/2016 23:21
group 147,1/10/2016 23:21,R_3g7SvIDVBT7QZ2a,User 2,Should I ask the next question?,FALSE,23,21,1/10/2016 23:21
group 147,1/10/2016 23:21,R_1M5Pn1Z4jscqVY2,User 1,"Yes, please.",FALSE,23,21,1/10/2016 23:21
group 147,1/10/2016 23:21,R_1M5Pn1Z4jscqVY2,User 1,We can take turns.,FALSE,23,21,1/10/2016 23:21
group 147,1/10/2016 23:21,R_3g7SvIDVBT7QZ2a,User 2,"What would constitute a ""perfect"" day for you?",FALSE,23,21,1/10/2016 23:21
group 147,1/10/2016 23:23,R_1M5Pn1Z4jscqVY2,User 1,"A perfect day... Probably just laying around on some beach resort somewhere. All you can eat and drink with friends and family nearby so we can just do random spontaneous things, or just lay around.",FALSE,23,23,1/10/2016 23:23
group 147,1/10/2016 23:23,R_1M5Pn1Z4jscqVY2,User 1,You?,FALSE,23,23,1/10/2016 23:23
group 147,1/10/2016 23:25,R_3g7SvIDVBT7QZ2a,User 2,"Nice! I think a perfect day would be one where I could just chill. No work, no school. Just chilling with some friends.",FALSE,23,25,1/10/2016 23:25
group 147,1/10/2016 23:25,R_1M5Pn1Z4jscqVY2,User 1,Similar. =D,FALSE,23,25,1/10/2016 23:25
group 147,1/10/2016 23:25,R_3g7SvIDVBT7QZ2a,User 2,Right! Great minds.,FALSE,23,25,1/10/2016 23:25
group 147,1/10/2016 23:26,R_1M5Pn1Z4jscqVY2,User 1,"So, if you were able to live to the age of 90 and retain either the mind or body of a 30-year-old for the last 60 years of your life, which would you want?",FALSE,23,26,1/10/2016 23:26
group 147,1/10/2016 23:27,R_3g7SvIDVBT7QZ2a,User 2,Umm. I think body. I think it would be worse to be sharp but trapped in a useless body. At least if I get senile I can still move freely.,FALSE,23,27,1/10/2016 23:27
group 147,1/10/2016 23:27,R_3g7SvIDVBT7QZ2a,User 2,How about you?,FALSE,23,27,1/10/2016 23:27
group 147,1/10/2016 23:27,R_1M5Pn1Z4jscqVY2,User 1,"I would choose mind. Could you imagine being a 30 year old with Alzheimer's? No, thank you.",FALSE,23,27,1/10/2016 23:27
group 147,1/10/2016 23:27,R_3g7SvIDVBT7QZ2a,User 2,Haha good point!,FALSE,23,27,1/10/2016 23:27
group 147,1/10/2016 23:28,R_3g7SvIDVBT7QZ2a,User 2,"If you could change anything about the way you were raised, what would it be?",FALSE,23,28,1/10/2016 23:28
group 147,1/10/2016 23:29,R_1M5Pn1Z4jscqVY2,User 1,"Hm, I guess I would change the way my father acts. I wish my mother was happier.",FALSE,23,29,1/10/2016 23:29
group 147,1/10/2016 23:29,R_1M5Pn1Z4jscqVY2,User 1,You?,FALSE,23,29,1/10/2016 23:29
group 147,1/10/2016 23:30,R_3g7SvIDVBT7QZ2a,User 2,"I'm sorry to hear that, bro. I guess I would change parents. There's too much wrong.",FALSE,23,30,1/10/2016 23:30
group 147,1/10/2016 23:30,R_3g7SvIDVBT7QZ2a,User 2,I'd need a new set.,FALSE,23,30,1/10/2016 23:30
group 147,1/10/2016 23:30,R_1M5Pn1Z4jscqVY2,User 1,"Exchange the pair, please.",FALSE,23,30,1/10/2016 23:30
group 147,1/10/2016 23:30,R_3g7SvIDVBT7QZ2a,User 2,Haha yes!,FALSE,23,30,1/10/2016 23:30
group 147,1/10/2016 23:31,R_1M5Pn1Z4jscqVY2,User 1,The feels.,FALSE,23,31,1/10/2016 23:31
group 147,1/10/2016 23:31,R_1M5Pn1Z4jscqVY2,User 1,NEXT!,FALSE,23,31,1/10/2016 23:31
group 147,1/10/2016 23:31,R_1M5Pn1Z4jscqVY2,User 1,"If you could wake up tomorrow having gained any one quality or ability, what would it be?",FALSE,23,31,1/10/2016 23:31
group 147,1/10/2016 23:32,R_3g7SvIDVBT7QZ2a,User 2,I would want a photographic memory!! Studying would be so much less stressful!,FALSE,23,32,1/10/2016 23:32
group 147,1/10/2016 23:32,R_3g7SvIDVBT7QZ2a,User 2,What about you?,FALSE,23,32,1/10/2016 23:32
group 147,1/10/2016 23:32,R_1M5Pn1Z4jscqVY2,User 1,Telekinesis man!,FALSE,23,32,1/10/2016 23:32
group 147,1/10/2016 23:33,R_3g7SvIDVBT7QZ2a,User 2,Haha that'd be nice too!,FALSE,23,33,1/10/2016 23:33
group 147,1/10/2016 23:33,R_3g7SvIDVBT7QZ2a,User 2,"If a crystal ball could tell you the truth about yourself, your life, the future, or anything else, what would you want to know?",FALSE,23,33,1/10/2016 23:33
group 147,1/10/2016 23:33,R_1M5Pn1Z4jscqVY2,User 1,"I have photographic memory, trust me... it doesn't make life that much easier.",FALSE,23,33,1/10/2016 23:33
group 147,1/10/2016 23:33,R_1M5Pn1Z4jscqVY2,User 1,The truth about anything? I would want to know who my soulmate is.,FALSE,23,33,1/10/2016 23:33
group 147,1/10/2016 23:33,R_3g7SvIDVBT7QZ2a,User 2,"Oh no, I had so much hope for my future memory!",FALSE,23,33,1/10/2016 23:33
group 147,1/10/2016 23:34,R_3g7SvIDVBT7QZ2a,User 2,That's a good one.,FALSE,23,34,1/10/2016 23:34
group 147,1/10/2016 23:34,R_1M5Pn1Z4jscqVY2,User 1,"Thanks, yours?",FALSE,23,34,1/10/2016 23:34
group 147,1/10/2016 23:35,R_3g7SvIDVBT7QZ2a,User 2,I think I'd want to know if I'd make it to my goals. Like if I'm doing things right and if there's anything that'll get in the way.,FALSE,23,35,1/10/2016 23:35
group 147,1/10/2016 23:35,R_1M5Pn1Z4jscqVY2,User 1,"Ah, being prepared.",FALSE,23,35,1/10/2016 23:35
group 147,1/10/2016 23:36,R_1M5Pn1Z4jscqVY2,User 1,What is the greatest accomplishment of you life?,FALSE,23,36,1/10/2016 23:36
group 147,1/10/2016 23:37,R_3g7SvIDVBT7QZ2a,User 2,"I think so far, getting into college AND being able to pay for it.",FALSE,23,37,1/10/2016 23:37
group 147,1/10/2016 23:37,R_3g7SvIDVBT7QZ2a,User 2,oh no!,FALSE,23,37,1/10/2016 23:37
group 147,1/10/2016 23:37,R_1M5Pn1Z4jscqVY2,User 1,"Oh damn,",FALSE,23,37,1/10/2016 23:37
group 147,1/10/2016 23:37,R_1M5Pn1Z4jscqVY2,User 1,we gotta go!,FALSE,23,37,1/10/2016 23:37
group 147,1/10/2016 23:37,R_3g7SvIDVBT7QZ2a,User 2,What'd yours?,FALSE,23,37,1/10/2016 23:37
group 147,1/10/2016 23:37,R_3g7SvIDVBT7QZ2a,User 2,what's**,FALSE,23,37,1/10/2016 23:37
group 147,1/10/2016 23:37,R_1M5Pn1Z4jscqVY2,User 1,"Alright, mine is graduating college. With my doctorate",FALSE,23,37,1/10/2016 23:37
group 147,1/10/2016 23:37,R_3g7SvIDVBT7QZ2a,User 2,Nice!!,FALSE,23,37,1/10/2016 23:37
group 147,1/10/2016 23:37,R_1M5Pn1Z4jscqVY2,User 1,(not paid yet LOL),FALSE,23,37,1/10/2016 23:37
group 147,1/10/2016 23:37,R_3g7SvIDVBT7QZ2a,User 2,What is your most treasured memory?,FALSE,23,37,1/10/2016 23:37
group 147,1/10/2016 23:38,R_3g7SvIDVBT7QZ2a,User 2,Haha it'll come!,FALSE,23,38,1/10/2016 23:38
group 147,1/10/2016 23:38,R_1M5Pn1Z4jscqVY2,User 1,"Um, growing up and getting along with my brothers when we were younger",FALSE,23,38,1/10/2016 23:38
group 147,1/10/2016 23:38,R_1M5Pn1Z4jscqVY2,User 1,we all hung out all the time.,FALSE,23,38,1/10/2016 23:38
group 147,1/10/2016 23:38,R_1M5Pn1Z4jscqVY2,User 1,Yours?,FALSE,23,38,1/10/2016 23:38
group 147,1/10/2016 23:39,R_3g7SvIDVBT7QZ2a,User 2,"Nice, that's good! Umm I don't think I have a 'most treasured memory' yet. I hope I'll have a good enough one soon though.",FALSE,23,39,1/10/2016 23:39
group 147,1/10/2016 23:39,R_1M5Pn1Z4jscqVY2,User 1,"If you knew that in one year you would die suddenly, would you change anything about the way you are living now? Why?",FALSE,23,39,1/10/2016 23:39
group 147,1/10/2016 23:39,R_1M5Pn1Z4jscqVY2,User 1,(just for speed sake),FALSE,23,39,1/10/2016 23:39
group 147,1/10/2016 23:39,R_3g7SvIDVBT7QZ2a,User 2,Yes! I'd drop out of school and have a ton of fun for the year!,FALSE,23,39,1/10/2016 23:39
group 147,1/10/2016 23:40,R_3g7SvIDVBT7QZ2a,User 2,You?,FALSE,23,40,1/10/2016 23:40
group 147,1/10/2016 23:40,R_1M5Pn1Z4jscqVY2,User 1,I'd go crazy with all my savings and just travel the world.,FALSE,23,40,1/10/2016 23:40
group 147,1/10/2016 23:40,R_3g7SvIDVBT7QZ2a,User 2,Sounds fun!,FALSE,23,40,1/10/2016 23:40
group 147,1/10/2016 23:40,R_3g7SvIDVBT7QZ2a,User 2,How do you feel about your relationship with your mother?,FALSE,23,40,1/10/2016 23:40
group 147,1/10/2016 23:40,R_1M5Pn1Z4jscqVY2,User 1,I love my mother. She's amazing.,FALSE,23,40,1/10/2016 23:40
group 147,1/10/2016 23:40,R_1M5Pn1Z4jscqVY2,User 1,I guess I kind of know how you feel about yours.....,FALSE,23,40,1/10/2016 23:40
group 147,1/10/2016 23:41,R_3g7SvIDVBT7QZ2a,User 2,That's good! Yeah...I love her and the relationship has gotten better. But it's still not great.,FALSE,23,41,1/10/2016 23:41
group 147,1/10/2016 23:41,R_1M5Pn1Z4jscqVY2,User 1,Share with your partner an embarrassing moment in your life.,FALSE,23,41,1/10/2016 23:41
group 147,1/10/2016 23:43,R_3g7SvIDVBT7QZ2a,User 2,"Umm for my high school final project in Spanish, I had a presentation ready on my computer that was like a radio program with several people talking. But my computer died so I had to go up and just...say the different parts in front of the class. So lame. So embarrassing.",FALSE,23,43,1/10/2016 23:43
group 147,1/10/2016 23:43,R_3g7SvIDVBT7QZ2a,User 2,You?,FALSE,23,43,1/10/2016 23:43
group 147,1/10/2016 23:43,R_1M5Pn1Z4jscqVY2,User 1,"I can't seem to forget this, but in fifth grade... the teacher was asking the names of shapes and I was so excited to answer trapazoid because no one else knew it but when I was called on I said Trisosolees(sp?) It was obviously wrong and everyone laughed. (I'm pretyping my answers to save time)",FALSE,23,43,1/10/2016 23:43
group 147,1/10/2016 23:44,R_3g7SvIDVBT7QZ2a,User 2,Haha nice. That'd be embarrassing.,FALSE,23,44,1/10/2016 23:44
group 147,1/10/2016 23:44,R_3g7SvIDVBT7QZ2a,User 2,When did you last cry in front of another person? By yourself?,FALSE,23,44,1/10/2016 23:44
group 147,1/10/2016 23:44,R_1M5Pn1Z4jscqVY2,User 1,When I found out my ex was cheating on me about two and half years ago.,FALSE,23,44,1/10/2016 23:44
group 147,1/10/2016 23:44,R_1M5Pn1Z4jscqVY2,User 1,you?,FALSE,23,44,1/10/2016 23:44
group 147,1/10/2016 23:45,R_3g7SvIDVBT7QZ2a,User 2,"Damn, I'm sorry man. I guess when I first moved to my new city. I had a bit of a freak out at first.",FALSE,23,45,1/10/2016 23:45
group 147,1/10/2016 23:46,R_1M5Pn1Z4jscqVY2,User 1,"If you were to die this evening with no opportunity to communicate with anyone, what would you most regret not having told someone? Why haven't you told them yet?",FALSE,23,46,1/10/2016 23:46
group 147,1/10/2016 23:46,R_3g7SvIDVBT7QZ2a,User 2,I'd reget not telling my little cousins how important they are to me. It's too awkward to say in real life but I do love them lots.,FALSE,23,46,1/10/2016 23:46
group 147,1/10/2016 23:46,R_1M5Pn1Z4jscqVY2,User 1,"(I had the OPPOSITE reaction when I moved to the city, I could stop laughing)",FALSE,23,46,1/10/2016 23:46
group 147,1/10/2016 23:46,R_1M5Pn1Z4jscqVY2,User 1,I have the same experience with my mom.,FALSE,23,46,1/10/2016 23:46
group 147,1/10/2016 23:46,R_3g7SvIDVBT7QZ2a,User 2,haha that's good! Thats a much better reaction!,FALSE,23,46,1/10/2016 23:46
group 147,1/10/2016 23:46,R_1M5Pn1Z4jscqVY2,User 1,"I would love to tell her how much I appreciate her and love her, but at the same time, we're the kind of family who doesn't say it out loud.",FALSE,23,46,1/10/2016 23:46
group 154,1/11/2016 3:45,R_zZMXVmoHDaeXkch,User 2,"Given	the	choice	of	anyone	in	the	world,	whom	would	you	want	as	a	dinner	guest?",FALSE,3,45,1/11/2016 3:45
group 154,1/11/2016 3:47,R_zZMXVmoHDaeXkch,User 2,Anyone there?,FALSE,3,47,1/11/2016 3:47
group 154,1/11/2016 3:48,R_21BRNh0KoBKYbhl,User 1,Hi sorry,FALSE,3,48,1/11/2016 3:48
group 154,1/11/2016 3:48,R_zZMXVmoHDaeXkch,User 2,"Given	the	choice	of	anyone	in	the	world,	whom	would	you	want	as	a	dinner	guest?",FALSE,3,48,1/11/2016 3:48
group 154,1/11/2016 3:48,R_21BRNh0KoBKYbhl,User 1,"I think, perhaps, Frida Kahlo.",FALSE,3,48,1/11/2016 3:48
group 154,1/11/2016 3:49,R_21BRNh0KoBKYbhl,User 1,"Given the choice of anyone in the world, whom would you want as a dinner guest?",FALSE,3,49,1/11/2016 3:49
group 154,1/11/2016 3:50,R_zZMXVmoHDaeXkch,User 2,Lynn Margulis,FALSE,3,50,1/11/2016 3:50
group 154,1/11/2016 3:50,R_zZMXVmoHDaeXkch,User 2,"What	would	constitute	a	""perfect""	day	for	you?",FALSE,3,50,1/11/2016 3:50
group 154,1/11/2016 3:51,R_21BRNh0KoBKYbhl,User 1,Sleeping in on a rainy day!,FALSE,3,51,1/11/2016 3:51
group 154,1/11/2016 3:51,R_21BRNh0KoBKYbhl,User 1,"What would constitute a ""perfect"" day for you?",FALSE,3,51,1/11/2016 3:51
group 154,1/11/2016 3:51,R_zZMXVmoHDaeXkch,User 2,Staying in and snuggling with my dog. :),FALSE,3,51,1/11/2016 3:51
group 154,1/11/2016 3:51,R_zZMXVmoHDaeXkch,User 2,"If	you	were	able	to	live	to	the	age	of	90	and	retain	either	the	mind	or	body	of	a	30-year-old	 for	the	last	60	years	of	your	life,	which	would	you	want?",FALSE,3,51,1/11/2016 3:51
group 154,1/11/2016 3:52,R_21BRNh0KoBKYbhl,User 1,"The body, I guess. I don't want aches and pains, and if I was senile, I'd probably be happy a lot anyway.",FALSE,3,52,1/11/2016 3:52
group 154,1/11/2016 3:52,R_21BRNh0KoBKYbhl,User 1,"If you were able to live to the age of 90 and retain either the mind or body of a 30-year-old for the last 60 years of your life, which would you want?",FALSE,3,52,1/11/2016 3:52
group 154,1/11/2016 3:52,R_zZMXVmoHDaeXkch,User 2,I agree: body.,FALSE,3,52,1/11/2016 3:52
group 154,1/11/2016 3:52,R_zZMXVmoHDaeXkch,User 2,"If	you	could	change	anything	about	the	way	you	were	raised,	what	would	it	be?",FALSE,3,52,1/11/2016 3:52
group 154,1/11/2016 3:53,R_21BRNh0KoBKYbhl,User 1,To not have moved around so much.,FALSE,3,53,1/11/2016 3:53
group 154,1/11/2016 3:53,R_21BRNh0KoBKYbhl,User 1,"If you could change anything about the way you were raised, what would it be?",FALSE,3,53,1/11/2016 3:53
group 154,1/11/2016 3:53,R_zZMXVmoHDaeXkch,User 2,Having a more emotionally open household.,FALSE,3,53,1/11/2016 3:53
group 154,1/11/2016 3:53,R_zZMXVmoHDaeXkch,User 2,"If	you	could	wake	up	tomorrow	having	gained	any	one	quality	or	ability,	what	would	it	be?",FALSE,3,53,1/11/2016 3:53
group 154,1/11/2016 3:54,R_21BRNh0KoBKYbhl,User 1,No more social anxiety!,FALSE,3,54,1/11/2016 3:54
group 154,1/11/2016 3:54,R_21BRNh0KoBKYbhl,User 1,"If you could wake up tomorrow having gained any one quality or ability, what would it be?",FALSE,3,54,1/11/2016 3:54
group 154,1/11/2016 3:54,R_zZMXVmoHDaeXkch,User 2,The ability to teleport!,FALSE,3,54,1/11/2016 3:54
group 154,1/11/2016 3:55,R_zZMXVmoHDaeXkch,User 2,"If	a	crystal	ball	could	tell	you	the	truth	about	yourself,	your	life,	the	future,	or	anything	else,	 what	would	you	want	to	know?",FALSE,3,55,1/11/2016 3:55
group 154,1/11/2016 3:55,R_21BRNh0KoBKYbhl,User 1,"I would like to see myself as strangers see me, for better or for worse.",FALSE,3,55,1/11/2016 3:55
group 154,1/11/2016 3:55,R_21BRNh0KoBKYbhl,User 1,"If a crystal ball could tell you the truth about yourself, your life, the future, or anything else, what would you want to know?",FALSE,3,55,1/11/2016 3:55
group 154,1/11/2016 3:56,R_zZMXVmoHDaeXkch,User 2,I'd want to know if I become a successful doctor.,FALSE,3,56,1/11/2016 3:56
group 154,1/11/2016 3:56,R_zZMXVmoHDaeXkch,User 2,"What	is	the	greatest	accomplishment	of	your	life?",FALSE,3,56,1/11/2016 3:56
group 154,1/11/2016 3:57,R_21BRNh0KoBKYbhl,User 1,Getting out on my own and experiencing the world in so many unconventional ways.,FALSE,3,57,1/11/2016 3:57
group 154,1/11/2016 3:57,R_21BRNh0KoBKYbhl,User 1,What is the greatest accomplishment of your life?,FALSE,3,57,1/11/2016 3:57
group 154,1/11/2016 3:57,R_zZMXVmoHDaeXkch,User 2,Getting into medical school.,FALSE,3,57,1/11/2016 3:57
group 154,1/11/2016 3:57,R_zZMXVmoHDaeXkch,User 2,"What	is	your	most	treasured	memory?",FALSE,3,57,1/11/2016 3:57
group 154,1/11/2016 3:58,R_21BRNh0KoBKYbhl,User 1,Fishing/boating trips with my grandfather.,FALSE,3,58,1/11/2016 3:58
group 154,1/11/2016 3:58,R_21BRNh0KoBKYbhl,User 1,What is your most treasured memory?,FALSE,3,58,1/11/2016 3:58
group 154,1/11/2016 3:58,R_zZMXVmoHDaeXkch,User 2,Helping my dad around the house when I was a kid.,FALSE,3,58,1/11/2016 3:58
group 154,1/11/2016 3:59,R_zZMXVmoHDaeXkch,User 2,"If	you	knew	that	in	one	year	you	would	die	suddenly,	would	you	change	anything	about	the	 way	you	are now	living?	Why?",FALSE,3,59,1/11/2016 3:59
group 154,1/11/2016 3:59,R_21BRNh0KoBKYbhl,User 1,"I would, for sure. I would do anything I could to travel more.",FALSE,3,59,1/11/2016 3:59
group 154,1/11/2016 3:59,R_21BRNh0KoBKYbhl,User 1,"If you knew that in one year you would die suddenly, would you change anything about the way you are now living? Why?",FALSE,3,59,1/11/2016 3:59
group 154,1/11/2016 4:00,R_zZMXVmoHDaeXkch,User 2,"I would, yes. I would give more to others and appreciate what I have.",FALSE,4,0,1/11/2016 4:00
group 154,1/11/2016 4:00,R_zZMXVmoHDaeXkch,User 2,"How	do	you	feel	about	your	relationship	with	your	mother?",FALSE,4,0,1/11/2016 4:00
group 154,1/11/2016 4:00,R_21BRNh0KoBKYbhl,User 1,It's complicated but much better now than I ever thought it would be as a kid!,FALSE,4,0,1/11/2016 4:00
group 154,1/11/2016 4:00,R_21BRNh0KoBKYbhl,User 1,How do you feel about your relationship with your mother?,FALSE,4,0,1/11/2016 4:00
group 154,1/11/2016 4:00,R_zZMXVmoHDaeXkch,User 2,I feel we have a stable and strong relationship.,FALSE,4,0,1/11/2016 4:00
group 154,1/11/2016 4:01,R_zZMXVmoHDaeXkch,User 2,"Share	with	your	partner	an	embarrassing	moment	in	your	life.",FALSE,4,1,1/11/2016 4:01
group 154,1/11/2016 4:01,R_21BRNh0KoBKYbhl,User 1,"Oh, man. Once I went to accept an academic award and I very nearly fell over/passed out on stage.",FALSE,4,1,1/11/2016 4:01
group 154,1/11/2016 4:01,R_21BRNh0KoBKYbhl,User 1,Share with your partner an embarrassing moment in your life.,FALSE,4,1,1/11/2016 4:01
group 154,1/11/2016 4:02,R_zZMXVmoHDaeXkch,User 2,I once called one of my students by the wrong name.,FALSE,4,2,1/11/2016 4:02
group 154,1/11/2016 4:02,R_zZMXVmoHDaeXkch,User 2,"When	did	you	last	cry	in	front	of	another	person?	By	yourself?",FALSE,4,2,1/11/2016 4:02
group 154,1/11/2016 4:03,R_21BRNh0KoBKYbhl,User 1,"In front of another person, yesterday, because I was so frustrated with Mturk. By myself? I'm not sure, but probably a couple weeks ago.",FALSE,4,3,1/11/2016 4:03
group 154,1/11/2016 4:03,R_21BRNh0KoBKYbhl,User 1,When did you last cry in front of another person? By yourself?,FALSE,4,3,1/11/2016 4:03
group 154,1/11/2016 4:03,R_zZMXVmoHDaeXkch,User 2,"By myself three weeks ago. In front of others, two weeks ago.",FALSE,4,3,1/11/2016 4:03
group 154,1/11/2016 4:03,R_zZMXVmoHDaeXkch,User 2,"If	you	were	to	die	this	evening	with	no	opportunity	to	communicate	with	anyone,	what	 would	you	most	regret	not	having	told	someone?	Why	haven't	you	told	them	yet?",FALSE,4,3,1/11/2016 4:03
group 154,1/11/2016 4:05,R_21BRNh0KoBKYbhl,User 1,"There's a few people I would regret not explaining that I love them and miss them. I haven't because it's just easier to keep burned bridges still burned, you know?",FALSE,4,5,1/11/2016 4:05
group 154,1/11/2016 4:05,R_21BRNh0KoBKYbhl,User 1,"If you were to die this evening with no opportunity to communicate with anyone, what would you most regret not having told someone? Why haven't you told them yet?",FALSE,4,5,1/11/2016 4:05
group 154,1/11/2016 4:05,R_zZMXVmoHDaeXkch,User 2,I would regret not telling people close to me about me being bisexual. It's easier not to tell them.,FALSE,4,5,1/11/2016 4:05
group 154,1/11/2016 4:05,R_zZMXVmoHDaeXkch,User 2,"Your	house,	containing	everything	you	own,	catches	fire.	After	saving	your	loved	ones	and	 pets,	you	have	time	to	safely	make	a	final	dash	to	save	any	one	item.	What	would	it	be?	 Why?",FALSE,4,5,1/11/2016 4:05
group 154,1/11/2016 4:06,R_21BRNh0KoBKYbhl,User 1,"Honestly, my birth certificate. I only have one copy.",FALSE,4,6,1/11/2016 4:06
group 154,1/11/2016 4:06,R_21BRNh0KoBKYbhl,User 1,"Your house, containing everything you own, catches fire. After saving your loved ones and pets, you have time to safely make a final dash to save any one item. What would it be? Why?",FALSE,4,6,1/11/2016 4:06
group 154,1/11/2016 4:06,R_zZMXVmoHDaeXkch,User 2,My phone because it has basically everything I need.,FALSE,4,6,1/11/2016 4:06
group 154,1/11/2016 4:06,R_zZMXVmoHDaeXkch,User 2,"Of	all	the	people	in	your	family, whose	death	would	you	find	most	disturbing?	Why?",FALSE,4,6,1/11/2016 4:06
group 154,1/11/2016 4:07,R_21BRNh0KoBKYbhl,User 1,"My little sister. I just can't imagine, because I barely remember life without her.",FALSE,4,7,1/11/2016 4:07
group 154,1/11/2016 4:07,R_21BRNh0KoBKYbhl,User 1,"Of all the people in your family, whose death would you find most disturbing? Why?",FALSE,4,7,1/11/2016 4:07
group 154,1/11/2016 4:07,R_zZMXVmoHDaeXkch,User 2,My brother because I couldn't stand seeing my parents suffer.,FALSE,4,7,1/11/2016 4:07
group 154,1/11/2016 4:07,R_zZMXVmoHDaeXkch,User 2,Have a nice day!,FALSE,4,7,1/11/2016 4:07
group 157,1/11/2016 7:44,R_2YMbetuiPKFJ2Ns,User 2,"Given the choice of anyone in the world, whom would you want as a dinner guest?",FALSE,7,44,1/11/2016 7:44
group 185,1/12/2016 22:08,R_3r2Nm3xKyptGWr1,User 2,"Given	the	choice	of	anyone	in	the	world,	whom	would	you	want	as	a	dinner	guest?",FALSE,22,8,1/12/2016 22:08
group 185,1/12/2016 22:09,R_1CymhT92ksIn60L,User 1,Martha stewart,FALSE,22,9,1/12/2016 22:09
group 185,1/12/2016 22:09,R_3r2Nm3xKyptGWr1,User 2,I'd bring back Terry Pratchett from the dead,FALSE,22,9,1/12/2016 22:09
group 185,1/12/2016 22:09,R_3r2Nm3xKyptGWr1,User 2,"What	would	constitute	a	""perfect""	day	for	you?",FALSE,22,9,1/12/2016 22:09
group 185,1/12/2016 22:09,R_1CymhT92ksIn60L,User 1,"Given the choice of anyone in the world, whom would you want as a dinner guest?",FALSE,22,9,1/12/2016 22:09
group 185,1/12/2016 22:10,R_3r2Nm3xKyptGWr1,User 2,I'd bring back Terry Pratchett from the dead,FALSE,22,10,1/12/2016 22:10
group 185,1/12/2016 22:10,R_1CymhT92ksIn60L,User 1,A day out at the beach,FALSE,22,10,1/12/2016 22:10
group 185,1/12/2016 22:10,R_1CymhT92ksIn60L,User 1,"What would constitute a ""perfect"" day for you?",FALSE,22,10,1/12/2016 22:10
group 193,1/14/2016 8:29,R_9KpousjLnbECqQx,User 2,Hi.,FALSE,8,29,1/14/2016 8:29
group 193,1/14/2016 8:30,R_9KpousjLnbECqQx,User 2,"Given the choice of anyone in the world, whom would you want as a dinner guest?",FALSE,8,30,1/14/2016 8:30
group 193,1/14/2016 8:31,R_9KpousjLnbECqQx,User 2,I would want Chris Lowe from Pet Shop Boys. I love hime to bits!,FALSE,8,31,1/14/2016 8:31
group 193,1/14/2016 8:31,R_9KpousjLnbECqQx,User 2,*him,FALSE,8,31,1/14/2016 8:31
group 193,1/14/2016 8:33,R_1Hq6T18LA8hSpse,User 1,"I think I would choose Christopher hitchens, although he passed away a few years ago.",FALSE,8,33,1/14/2016 8:33
group 193,1/14/2016 8:34,R_1Hq6T18LA8hSpse,User 1,"What  would  constitute  a  ""perfect""  day  for",FALSE,8,34,1/14/2016 8:34
group 193,1/14/2016 8:34,R_1Hq6T18LA8hSpse,User 1,you?,FALSE,8,34,1/14/2016 8:34
group 193,1/14/2016 8:34,R_9KpousjLnbECqQx,User 2,Chris Lowe from the Pet Shop Boys.,FALSE,8,34,1/14/2016 8:34
