Group,Time,Id,User,Message
group 229,1/24/2016 1:09,R_6nTMVRtKulrTDbP,User 2,"The longest I have ever walked was for 90 minutes. I went to see the Rockfeller Center Christmas tree decoration . It was last year. I went with my friend . It was a truly enjoyable walk . We saw many popular NYC attractions on the way. We went to Empire State and also the Times Square. Then we reached the Rockfeller Center , we were hanging around and watching holiday decorations of different stores."
group 229,1/24/2016 1:09,R_6nTMVRtKulrTDbP,User 2,"When	was	the	last time	you	walked	for	more	than	an	hour?	Describe	where	you	went	and	 what	you	saw."
group 229,1/24/2016 1:11,R_1igOHiZ7sS7Yra2,User 1,"A little over a year ago. I worked in an amazon fulfilment center. I worked 10 shifts where I walked the whole time. I saw rows and rows of junk I couldn't believe people actually buy. It was so disorganized and a huge mess, because the warehouse was over capacity."
group 229,1/24/2016 1:11,R_1igOHiZ7sS7Yra2,User 1,How did you celebrate last Halloween?
group 229,1/24/2016 1:13,R_6nTMVRtKulrTDbP,User 2,"Last Halloween , I went to my grandma's place along with my siblings. We had a family gathering . We prepared a lot of  intercontinental dishes and very tasty desserts. We all had a good time after a long duration. It was fun to look our scary best."
group 229,1/24/2016 1:13,R_6nTMVRtKulrTDbP,User 2,How did you celebrate last Halloween?
group 229,1/24/2016 1:14,R_1igOHiZ7sS7Yra2,User 1,"After my son returned from trick or treating with his mother, we ate too much candy and watched Goosebumps until we fell asleep."
group 229,1/24/2016 1:14,R_1igOHiZ7sS7Yra2,User 1,"If you could invent a new flavor of ice cream, what would it be?"
group 229,1/24/2016 1:15,R_6nTMVRtKulrTDbP,User 2,The new flavor of ice cream would be a mix of strawberries and flax meal. It is a delicious and nutritious flavor mix because of the nutrition and protein you get from it.
group 229,1/24/2016 1:15,R_6nTMVRtKulrTDbP,User 2,"If you could invent a new flavor of ice cream, what would it be?"
group 229,1/24/2016 1:16,R_1igOHiZ7sS7Yra2,User 1,I really don't know.
group 229,1/24/2016 1:16,R_1igOHiZ7sS7Yra2,User 1,What is your favorite holiday? Why?
group 229,1/24/2016 1:18,R_6nTMVRtKulrTDbP,User 2,My favorite holiday is a  cruise to The  Bahamas . It is an adventure in itself . I have seen the  islands of The Bahamas which are very beautiful. You would get to see breathtaking views of the waters and the natural scenery.
group 229,1/24/2016 1:18,R_6nTMVRtKulrTDbP,User 2,What is your favorite holiday? Why?
group 229,1/24/2016 1:18,R_1igOHiZ7sS7Yra2,User 1,I don't have a favorite.
group 229,1/24/2016 1:18,R_6nTMVRtKulrTDbP,User 2,"What	gifts	did	you	receive	on	your	last	birthday?"
group 229,1/24/2016 1:19,R_1igOHiZ7sS7Yra2,User 1,What gifts did you receive on your last birthday?
group 229,1/24/2016 1:19,R_6nTMVRtKulrTDbP,User 2,I received a beautiful wrist watch from my friend on my last birthday.
group 229,1/24/2016 1:19,R_6nTMVRtKulrTDbP,User 2,What gifts did you receive on your last birthday?
group 229,1/24/2016 1:20,R_1igOHiZ7sS7Yra2,User 1,I don't recall receiving any gifts.
group 229,1/24/2016 1:20,R_1igOHiZ7sS7Yra2,User 1,Describe the last time you went to the zoo.
group 229,1/24/2016 1:21,R_6nTMVRtKulrTDbP,User 2,I went to the zoo this last summer . We went to see the newest pair of pandas that arrived at our local zoo.It was enjoyable.
group 229,1/24/2016 1:21,R_6nTMVRtKulrTDbP,User 2,Describe the last time you went to the zoo.
group 229,1/24/2016 1:22,R_1igOHiZ7sS7Yra2,User 1,"I took my oldest son. It was some time ago, so I really don't remember much."
group 229,1/24/2016 1:22,R_6nTMVRtKulrTDbP,User 2,"Do	you	like	to	get	up	early	or	stay	up	late?	Is	there	anything	funny	that	has	resulted	from	 this?"
group 229,1/24/2016 1:22,R_1igOHiZ7sS7Yra2,User 1,Do you like to get up early or stay up late? Is there anything funny that has resulted from this?
group 229,1/24/2016 1:23,R_6nTMVRtKulrTDbP,User 2,"I am not a morning person . I like to get up late . Because of this habit , I had devised a lot of ideas to give excuses at work . Now my manager has even stopped asking for the reasons."
group 229,1/24/2016 1:23,R_6nTMVRtKulrTDbP,User 2,Do you like to get up early or stay up late? Is there anything funny that has resulted from this?
group 229,1/24/2016 1:24,R_1igOHiZ7sS7Yra2,User 1,I like to stay up late. No
group 229,1/24/2016 1:24,R_1igOHiZ7sS7Yra2,User 1,What did you do this summer?
group 229,1/24/2016 1:25,,System,>> This chat has 600 seconds remaining before expiring. Please start wrapping up your conversation.
group 229,1/24/2016 1:25,R_6nTMVRtKulrTDbP,User 2,This summer I joined gym to get fitter than I am.
group 229,1/24/2016 1:25,R_6nTMVRtKulrTDbP,User 2,What did you do this summer?
group 229,1/24/2016 1:25,R_1igOHiZ7sS7Yra2,User 1,Worked and played in the pool with my son.
group 229,1/24/2016 1:26,R_1igOHiZ7sS7Yra2,User 1,Who is your favorite actor of your own gender? Describe a favorite scene in which this person has acted.
group 229,1/24/2016 1:28,R_6nTMVRtKulrTDbP,User 2,My favorite is Leonardo Dicaprio . I like zero gravity scene in the movie inception.
group 229,1/24/2016 1:29,R_6nTMVRtKulrTDbP,User 2,"Who	is	your	favorite	actor	of	your	own	gender?	Describe	a	favorite	scene	in	which	this	 person	has	acted."
group 229,1/24/2016 1:29,R_1igOHiZ7sS7Yra2,User 1,I don't have a favorite.
group 229,1/24/2016 1:29,R_1igOHiZ7sS7Yra2,User 1,What is your favorite holiday? Why?
group 229,1/24/2016 1:30,R_6nTMVRtKulrTDbP,User 2,My favorite holiday is to the bahamas because of waters and natural sceneries.
group 229,1/24/2016 1:30,R_6nTMVRtKulrTDbP,User 2,What is your favorite holiday? Why?
group 229,1/24/2016 1:31,R_1igOHiZ7sS7Yra2,User 1,I don't have a favorite.
group 229,1/24/2016 1:31,R_1igOHiZ7sS7Yra2,User 1,What foreign country would you most like to visit? What attracts you to this place?
group 229,1/24/2016 1:32,R_6nTMVRtKulrTDbP,User 2,I would like to visit Europe because of the beauty and the attractive mountains all around.
group 229,1/24/2016 1:32,R_6nTMVRtKulrTDbP,User 2,What foreign country would you most like to visit? What attracts you to this place?
group 229,1/24/2016 1:33,R_1igOHiZ7sS7Yra2,User 1,Ireland. It's a beautiful place and where my family is originally from.
group 229,1/24/2016 1:33,R_1igOHiZ7sS7Yra2,User 1,Do you prefer digital watches and clocks or the kind with hands? Why?
group 229,1/24/2016 1:34,R_6nTMVRtKulrTDbP,User 2,I like digital watches because it is easy to read the time on it.
group 229,1/24/2016 1:34,R_6nTMVRtKulrTDbP,User 2,Do you prefer digital watches and clocks or the kind with hands? Why?
group 229,1/24/2016 1:34,R_1igOHiZ7sS7Yra2,User 1,Hands. They look better.
group 229,1/24/2016 1:35,R_1igOHiZ7sS7Yra2,User 1,Describe your mother's best friend.
group 229,1/24/2016 1:35,,System,>> This chat has now expired.
group 23,1/8/2016 19:07,,System,>> User 1 has Connected
group 23,1/8/2016 19:09,,System,>> User 1 has Disconnected
group 230,1/24/2016 1:04,,System,>> User 1 has Connected
group 230,1/24/2016 1:05,,System,>> User 1 has Disconnected
group 231,1/24/2016 1:04,,System,>> User 1 has Connected
group 231,1/24/2016 1:06,,System,>> All chat participants have arrived. You may now chat!
group 231,1/24/2016 1:06,,System,>> User 2 has Connected
group 231,1/24/2016 1:06,R_3ksRH6lo6jqwWSj,User 1,"1. When	was	the	last time	you	walked	for	more	than	an	hour?	Describe	where	you	went	and	 what	you	saw."
group 231,1/24/2016 1:07,R_3e8hl9yaiXatS0E,User 2,It was this past summer.  I walked on a very rural road which included lots of wooded areas and wildlife.
group 231,1/24/2016 1:07,R_3e8hl9yaiXatS0E,User 2,When was the last time you walked for more than an hour? Describe where you went and what you saw.
group 231,1/24/2016 1:08,R_3ksRH6lo6jqwWSj,User 1,It was on the beach. I wandered down to a spit. There were seals there. There were also lots of agates along the waterline. Collected quite a few.
group 231,1/24/2016 1:08,R_3ksRH6lo6jqwWSj,User 1,"2. How	did	you	celebrate	last	Halloween?"
group 231,1/24/2016 1:09,R_3e8hl9yaiXatS0E,User 2,I handed out candy in my parents neighborhood.
group 231,1/24/2016 1:09,R_3e8hl9yaiXatS0E,User 2,How did you celebrate last Halloween?
group 231,1/24/2016 1:09,R_3ksRH6lo6jqwWSj,User 1,Sounds like fun! I went to a local NBA game. I didn't even buy candy this year. :confused:
group 231,1/24/2016 1:10,R_3ksRH6lo6jqwWSj,User 1,"3. If	you	could	invent	a	new	flavor	of	ice	cream,	what	would	it	be?"
group 231,1/24/2016 1:10,R_3e8hl9yaiXatS0E,User 2,It would definitely be some type of vanilla ice-cream with toffee and chocolate.  Lots of chocolate! :smiley:
group 231,1/24/2016 1:10,R_3e8hl9yaiXatS0E,User 2,"If you could invent a new flavor of ice cream, what would it be?"
group 231,1/24/2016 1:11,R_3ksRH6lo6jqwWSj,User 1,"ooh, that sounds good. It may already exist, but I think I'd invent a banana split ice cream, not nuts."
group 231,1/24/2016 1:11,R_3ksRH6lo6jqwWSj,User 1,"4. What	is	your	favorite	holiday?	Why?"
group 231,1/24/2016 1:11,R_3ksRH6lo6jqwWSj,User 1,[**no nuts]
group 231,1/24/2016 1:11,R_3e8hl9yaiXatS0E,User 2,I would say my favorite holiday is 4th of July because I love fireworks and the warm weather.
group 231,1/24/2016 1:11,R_3e8hl9yaiXatS0E,User 2,What is your favorite holiday? Why?
group 231,1/24/2016 1:12,R_3ksRH6lo6jqwWSj,User 1,"I think it's the 4th of July also. It's a low-stress holiday, and I love fireworks too."
group 231,1/24/2016 1:12,R_3ksRH6lo6jqwWSj,User 1,"5. What	gifts	did	you	receive	on	your	last	birthday?"
group 231,1/24/2016 1:13,R_3e8hl9yaiXatS0E,User 2,I received a gift certificate for a massage at a local spa and some clothes.
group 231,1/24/2016 1:13,R_3e8hl9yaiXatS0E,User 2,What gifts did you receive on your last birthday?
group 231,1/24/2016 1:13,R_3ksRH6lo6jqwWSj,User 1,"I don't recall them all, but I know I received cash from parents."
group 231,1/24/2016 1:14,R_3ksRH6lo6jqwWSj,User 1,"6. Describe	the	last	time	you	went	to	the	zoo."
group 231,1/24/2016 1:14,R_3e8hl9yaiXatS0E,User 2,I took my nephew last summer.  It was slightly disappointing because most of the animals were inside or sleeping.  He still had a great time though!
group 231,1/24/2016 1:14,R_3e8hl9yaiXatS0E,User 2,Describe the last time you went to the zoo.
group 231,1/24/2016 1:15,R_3ksRH6lo6jqwWSj,User 1,"It's been about 8 years, I think. My dad and sister came to town and we went. I felt really bad for the elephants and haven't been back."
group 231,1/24/2016 1:15,R_3ksRH6lo6jqwWSj,User 1,"7. Do	you	like	to	get	up	early	or	stay	up	late?	Is	there	anything	funny	that	has	resulted	from	 this?"
group 231,1/24/2016 1:16,R_3e8hl9yaiXatS0E,User 2,I like to get up early.  I'm definitely a morning person which kind of drives people nuts who aren't morning people :joy:
group 231,1/24/2016 1:16,R_3e8hl9yaiXatS0E,User 2,Do you like to get up early or stay up late? Is there anything funny that has resulted from this?
group 231,1/24/2016 1:17,R_3ksRH6lo6jqwWSj,User 1,I do NOT like to get up early. I'm a night owl. Nothing funny has resulted other than sometimes falling asleep when it's starting to get light out.
group 231,1/24/2016 1:17,R_3ksRH6lo6jqwWSj,User 1,"8. What	did	you	do	this	summer?"
group 231,1/24/2016 1:17,R_3e8hl9yaiXatS0E,User 2,I just relaxed for the most part and visited relatives down south for awhile.
group 231,1/24/2016 1:17,R_3e8hl9yaiXatS0E,User 2,What did you do this summer?
group 231,1/24/2016 1:18,R_3ksRH6lo6jqwWSj,User 1,Nice. I didn't do anything special. I just took advantage of the lovely weather and spent as much time as I could outside.
group 231,1/24/2016 1:18,R_3ksRH6lo6jqwWSj,User 1,"9. Who	is	your	favorite	actor	of	your	own	gender?	Describe	a	favorite	scene	in	which	this	 person	has	acted."
group 231,1/24/2016 1:19,R_3e8hl9yaiXatS0E,User 2,Bradley Cooper.  I don't necessarily have a favorite scene but he was great in the hangover movies
group 231,1/24/2016 1:19,R_3e8hl9yaiXatS0E,User 2,Who is your favorite actor of your own gender? Describe a favorite scene in which this person has acted.
group 231,1/24/2016 1:19,R_3ksRH6lo6jqwWSj,User 1,"That's a tough one. Still living, I'd have to say Meryl Streep. And like you, can't really think of a scene."
group 231,1/24/2016 1:20,R_3ksRH6lo6jqwWSj,User 1,"[this is a repeat!] 10. What	is	your	favorite	holiday?	Why?"
group 231,1/24/2016 1:20,R_3e8hl9yaiXatS0E,User 2,My favorite holiday again is 4th of July because I love fireworks and enjoy the warm weather.
group 231,1/24/2016 1:20,R_3e8hl9yaiXatS0E,User 2,What is your favorite holiday? Why?
group 231,1/24/2016 1:20,R_3ksRH6lo6jqwWSj,User 1,Still 4th of July for the fireworks.
group 231,1/24/2016 1:20,R_3ksRH6lo6jqwWSj,User 1,"11.	What	foreign	country	would	you	most	like	to	visit?	What	attracts	you	to	this	place?"
group 231,1/24/2016 1:21,R_3e8hl9yaiXatS0E,User 2,"Honestly, I don't have any ambition to visit a foreign country."
group 231,1/24/2016 1:21,R_3e8hl9yaiXatS0E,User 2,What foreign country would you most like to visit? What attracts you to this place?
group 231,1/24/2016 1:21,R_3ksRH6lo6jqwWSj,User 1,"The UK. I was a British Literature major. I'd like to go see the Globe Theater, etc."
group 231,1/24/2016 1:21,R_3ksRH6lo6jqwWSj,User 1,"12.	Do	you	prefer	digital	watches	and	clocks	or	the	kind	with	hands?	Why?"
group 231,1/24/2016 1:22,R_3e8hl9yaiXatS0E,User 2,I prefer digital because it's quicker to read!
group 231,1/24/2016 1:22,R_3e8hl9yaiXatS0E,User 2,Do you prefer digital watches and clocks or the kind with hands? Why?
group 231,1/24/2016 1:22,R_3ksRH6lo6jqwWSj,User 1,"Digital are more practical, but I prefer clocks with hands. More aesthetically pleasing."
group 231,1/24/2016 1:22,R_3ksRH6lo6jqwWSj,User 1,"13.	Describe	your mother's	best	friend."
group 231,1/24/2016 1:23,R_3e8hl9yaiXatS0E,User 2,She's been friends with her since they were middle school.  Still lives locally and they get together at least once a month.
group 231,1/24/2016 1:23,R_3e8hl9yaiXatS0E,User 2,Describe your mother's best friend.
group 231,1/24/2016 1:23,R_3ksRH6lo6jqwWSj,User 1,My mom's best friend is her younger sister. She's an artist and very kind.
group 231,1/24/2016 1:23,R_3ksRH6lo6jqwWSj,User 1,"14.	How	often	do	you	get	your	hair	cut?	Where	do	you	go?	Have	you	ever	had	a	really	bad	 haircut	experience?"
group 231,1/24/2016 1:23,R_3e8hl9yaiXatS0E,User 2,"It just depends when I feel like it needs cut.  I go to a local ""hole in the wall"" place.  I've never had a bad experience, thankfully."
group 231,1/24/2016 1:23,R_3e8hl9yaiXatS0E,User 2,How often do you get your hair cut? Where do you go? Have you ever had a really bad haircut experience?
group 231,1/24/2016 1:24,R_3ksRH6lo6jqwWSj,User 1,"I get my hair cut every few months. Lately I've gone to the Aveda Institute and have a student cut it. I go there because I've had many bad experiences. I figure at the school, at least an instructor will fix it. :smiley:"
group 231,1/24/2016 1:24,R_3ksRH6lo6jqwWSj,User 1,"15.	What	is	the	last	concert	you	saw?	How	many	of	that	band's	albums	do	you	own?	Had	you	 seen	them	before?	Where?"
group 231,1/24/2016 1:25,R_3e8hl9yaiXatS0E,User 2,The last concert I saw was Garth Brooks.  I own several of his albums.  This was my first time seeing him in concert.
group 231,1/24/2016 1:25,R_3e8hl9yaiXatS0E,User 2,What is the last concert you saw? How many of that band's albums do you own? Had you seen them before? Where?
group 231,1/24/2016 1:25,R_3ksRH6lo6jqwWSj,User 1,"I can't even remember. It's been a long time. I love live music though, so I'm sure if I didn't have the albums before I bought them afterward."
group 231,1/24/2016 1:25,,System,>> User 1 has Disconnected
group 231,1/24/2016 1:26,,System,>> User 2 has Disconnected
group 231,1/24/2016 1:26,,System,>> This chat has 600 seconds remaining before expiring. Please start wrapping up your conversation.
group 231,1/24/2016 1:36,,System,>> This chat has now expired.
group 232,1/24/2016 1:04,,System,>> User 1 has Connected
group 232,1/24/2016 1:07,,System,>> All chat participants have arrived. You may now chat!
group 232,1/24/2016 1:07,,System,>> User 2 has Connected
group 232,1/24/2016 1:08,R_3PcYyqDXR2OQ30C,User 1,"When	was	the	last time	you	walked	for	more	than	an	hour?	Describe	where	you	went	and	 what	you	saw"
group 232,1/24/2016 1:09,R_3KIXpdH3N6xMknz,User 2,When was the last time you walked for more than an hour? Describe where you went and what you saw.
group 232,1/24/2016 1:09,R_3KIXpdH3N6xMknz,User 2,I walked on the treadmill at the gym. There were a lot of people also exercising.. felt pretty good.
group 232,1/24/2016 1:10,R_3KIXpdH3N6xMknz,User 2,How did you celebrate last Halloween?
group 232,1/24/2016 1:10,R_3PcYyqDXR2OQ30C,User 1,I took my kids out trick or treating and it was pouring down rain but they had fun anyway
group 232,1/24/2016 1:10,R_3PcYyqDXR2OQ30C,User 1,"What	is	your	favorite	holiday?	Why?"
group 232,1/24/2016 1:11,R_3KIXpdH3N6xMknz,User 2,My favorite holiday is Thanksgiving. Family friends and all the food.
group 232,1/24/2016 1:11,R_3KIXpdH3N6xMknz,User 2,What is your favorite holiday and why?
group 232,1/24/2016 1:12,R_3PcYyqDXR2OQ30C,User 1,"I like thanksgiving too.  It's not commercialized, just fun."
group 232,1/24/2016 1:12,R_3PcYyqDXR2OQ30C,User 1,"How	did	you	celebrate	last	Halloween?"
group 232,1/24/2016 1:13,R_3KIXpdH3N6xMknz,User 2,Nade a costume for our kid and took him trick or treating.
group 232,1/24/2016 1:13,R_3KIXpdH3N6xMknz,User 2,What gifts did you receive for your ast birthday?
group 232,1/24/2016 1:14,R_3PcYyqDXR2OQ30C,User 1,"I didn't really receive anything.  It sounds sad, but it's okay.  I like giving gifts."
group 232,1/24/2016 1:14,R_3PcYyqDXR2OQ30C,User 1,"What	gifts	did	you	receive	on	your	last	birthday?"
group 232,1/24/2016 1:14,R_3KIXpdH3N6xMknz,User 2,I got a sewing machine.
group 232,1/24/2016 1:14,R_3KIXpdH3N6xMknz,User 2,Describe the last time you went to the zoo.
group 232,1/24/2016 1:15,R_3PcYyqDXR2OQ30C,User 1,I took my kids and they each get to pick out one animal that we hang out with and watch.
group 232,1/24/2016 1:15,R_3PcYyqDXR2OQ30C,User 1,". Describe	the	last	time	you	went	to	the	zoo"
group 232,1/24/2016 1:15,R_3KIXpdH3N6xMknz,User 2,it was Boo in the Zoo a few years ago. We took our son.
group 232,1/24/2016 1:15,R_3KIXpdH3N6xMknz,User 2,Do you like to get up early or stay up late? Has anything funny resulted from this?
group 232,1/24/2016 1:16,R_3PcYyqDXR2OQ30C,User 1,I love halloween at the zoo.  I have to get up early for my job so it's really not funny.
group 232,1/24/2016 1:16,R_3PcYyqDXR2OQ30C,User 1,"Do	you	like	to	get	up	early	or	stay	up	late?	Is	there	anything	funny	that	has	resulted	from	 this?"
group 232,1/24/2016 1:17,R_3KIXpdH3N6xMknz,User 2,i like getting up early. The neighborhood saw me dislocate my elbow in my bathrobe when i fell one morning. I was chasing the dag.
group 232,1/24/2016 1:17,R_3KIXpdH3N6xMknz,User 2,What did you do this summer?
group 232,1/24/2016 1:18,R_3PcYyqDXR2OQ30C,User 1,I went to Maui with my daughter.  To save money we took a little plane and it was a rough ride.  We were both terrified but Maui was beautiful
group 232,1/24/2016 1:18,R_3PcYyqDXR2OQ30C,User 1,"What	did	you	do	this	summer?"
group 232,1/24/2016 1:19,R_3KIXpdH3N6xMknz,User 2,"I stayed at home with our son. It was pretty boring, but we hope totake a vacation this summer."
group 232,1/24/2016 1:20,R_3KIXpdH3N6xMknz,User 2,Who is your favorite actor of your own gender? Describe a favorite scene in which this person has acted.
group 232,1/24/2016 1:20,R_3PcYyqDXR2OQ30C,User 1,Uma Therman.  I loved her in Gattaca during the revealation scene with Jude Law.  Probably not the most popular film but I love it.
group 232,1/24/2016 1:20,R_3PcYyqDXR2OQ30C,User 1,"Who	is	your	favorite	actor	of	your	own	gender?	Describe	a	favorite	scene	in	which	this	 person	has	acted."
group 232,1/24/2016 1:20,R_3KIXpdH3N6xMknz,User 2,"Audrey Hepburn, I love the opening scene of Breakfast at Tiffany's."
group 232,1/24/2016 1:21,R_3KIXpdH3N6xMknz,User 2,What is your favorite holiday? why?
group 232,1/24/2016 1:21,R_3PcYyqDXR2OQ30C,User 1,"yeah, that would still be thanksgiving because of family and food and it's not commercialized."
group 232,1/24/2016 1:21,R_3PcYyqDXR2OQ30C,User 1,"What	is	your	favorite	holiday?	Why?"
group 232,1/24/2016 1:21,R_3KIXpdH3N6xMknz,User 2,still thanksgiving.
group 232,1/24/2016 1:21,R_3PcYyqDXR2OQ30C,User 1,glad it hasn't changed
group 232,1/24/2016 1:22,R_3KIXpdH3N6xMknz,User 2,What ofreign country would you most like to visit? what attracts you to this place?
group 232,1/24/2016 1:22,R_3KIXpdH3N6xMknz,User 2,lol
group 232,1/24/2016 1:23,R_3PcYyqDXR2OQ30C,User 1,Benin.  I bet you've never heard of it.  I was a Peace Corps volunteer there and married a local.  We are in Portland now but someday we will retire back to Benin.  It's a beautiful place with a perfect beach.
group 232,1/24/2016 1:23,R_3PcYyqDXR2OQ30C,User 1,"What	foreign	country	would	you	most	like	to	visit?	What	attracts	you	to	this	place?"
group 232,1/24/2016 1:24,R_3KIXpdH3N6xMknz,User 2,"sounds nice. I would love to visit switzerland. Not sure why, just always wanted to see the alps."
group 232,1/24/2016 1:24,R_3KIXpdH3N6xMknz,User 2,"Do you prefer digital clocks and watches or the kind with hands, why?"
group 232,1/24/2016 1:25,R_3PcYyqDXR2OQ30C,User 1,I guess the kind with the hands.  I'm somewhat horrified that some kids can't read them.
group 232,1/24/2016 1:25,R_3PcYyqDXR2OQ30C,User 1,"Do	you	prefer	digital	watches	and	clocks	or	the	kind	with	hands?	Why?"
group 232,1/24/2016 1:25,R_3KIXpdH3N6xMknz,User 2,i prefer analog. Makes it easier to take an accurate pulse.
group 232,1/24/2016 1:25,R_3KIXpdH3N6xMknz,User 2,Describe your mother's best friend.
group 232,1/24/2016 1:25,R_3PcYyqDXR2OQ30C,User 1,I think her best friend is her sister.  They hang out a lot.
group 232,1/24/2016 1:25,R_3PcYyqDXR2OQ30C,User 1,"Describe	your mother's	best	friend."
group 232,1/24/2016 1:26,R_3KIXpdH3N6xMknz,User 2,"Same with mine, but they don't get to hang out much since they live across the state."
group 232,1/24/2016 1:26,R_3KIXpdH3N6xMknz,User 2,How often do you get your haircut? where do you go? have you ever had a really bad haircut experience?
group 232,1/24/2016 1:27,,System,>> This chat has 600 seconds remaining before expiring. Please start wrapping up your conversation.
group 232,1/24/2016 1:28,R_3PcYyqDXR2OQ30C,User 1,My best friend cuts my hair.  She is a high paid stylist but she gives me the friends and family rate.  She barely made it through high school and yet she makes a lot more money than me
group 232,1/24/2016 1:28,R_3PcYyqDXR2OQ30C,User 1,"How	often	do	you	get	your	hair	cut?	Where	do	you	go?	Have	you	ever	had	a	really	bad	 haircut	experience?"
group 232,1/24/2016 1:28,R_3KIXpdH3N6xMknz,User 2,"Not very often, and i use the Kenneth Schuler school thats close."
group 232,1/24/2016 1:28,R_3PcYyqDXR2OQ30C,User 1,"What	is	the	last	concert	you	saw?	How	many	of	that	band's	albums	do	you	own?	Had	you	 seen	them	before?	Where?"
group 232,1/24/2016 1:29,R_3KIXpdH3N6xMknz,User 2,What is the last concert you saw? How many of that band's albums do you own? Had you see them before? where?
group 232,1/24/2016 1:29,R_3PcYyqDXR2OQ30C,User 1,I went to see pink martini at the zoo.  I have some of their songs that I bought but it was the first time I've seen them
group 232,1/24/2016 1:29,R_3KIXpdH3N6xMknz,User 2,"Phillip Roebuck. He's a one man band. I have 2 of his albums, but had not seen him before that night."
group 232,1/24/2016 1:29,R_3PcYyqDXR2OQ30C,User 1,"If	you	could	invent	a	new	flavor	of	ice	cream,	what	would	it	be?"
group 232,1/24/2016 1:30,R_3KIXpdH3N6xMknz,User 2,"not sure, but i think it would have to have chocolate in it."
group 232,1/24/2016 1:31,,System,>> User 2 has Disconnected
group 232,1/24/2016 1:31,R_3PcYyqDXR2OQ30C,User 1,chocolately chocolate.  could they cram more chocolate into ice cream?
group 232,1/24/2016 1:31,,System,>> User 1 has Disconnected
group 232,1/24/2016 1:38,,System,>> This chat has now expired.
group 233,1/24/2016 1:05,,System,>> User 1 has Connected
group 233,1/24/2016 1:06,,System,>> User 1 has Disconnected
group 234,1/24/2016 1:05,,System,>> User 1 has Connected
group 234,1/24/2016 1:11,,System,>> All chat participants have arrived. You may now chat!
group 234,1/24/2016 1:11,,System,>> User 2 has Connected
group 234,1/24/2016 1:12,R_1nUcgEmyVIz2t28,User 1,"When	was	the	last time	you	walked	for	more	than	an	hour? Describe	where you went	and what you	saw."
group 234,1/24/2016 1:14,R_2E6tynMcF54CqdK,User 2,"I walked around the mall before Christmas. I saw a bunch of people milling around, Christmas decorations, and clothing, cookware, shoes, and other accessories."
group 234,1/24/2016 1:14,R_2E6tynMcF54CqdK,User 2,When was the last time you walked for more than an hour? Describe where you went and what you saw.
group 234,1/24/2016 1:16,R_1nUcgEmyVIz2t28,User 1,I walked around the horse barn before I sold my horse. I looked in on all the horses to make sure they were ok. I then went out and walked around the grounds as I knew it would be the last time I was there.
group 234,1/24/2016 1:16,R_1nUcgEmyVIz2t28,User 1,"How	did	you	celebrate	last	Halloween?"
group 234,1/24/2016 1:16,R_2E6tynMcF54CqdK,User 2,How did you celebrate last Halloween?
group 234,1/24/2016 1:17,R_2E6tynMcF54CqdK,User 2,"I stayed in with my niece and we handed out candy. She then went out trick-or-treating, and I watched a movie."
group 234,1/24/2016 1:18,R_1nUcgEmyVIz2t28,User 1,I took my daughter out so she could trick-or-treat. When we got back we relaxed and watched a movie together
group 234,1/24/2016 1:18,R_1nUcgEmyVIz2t28,User 1,"If	you	could	invent	a	new	flavor	of	ice	cream,	what	would	it	be?"
group 234,1/24/2016 1:19,R_2E6tynMcF54CqdK,User 2,I would invent bacon and chocolate chip. Sweet and salty sounds really good.
group 234,1/24/2016 1:19,R_2E6tynMcF54CqdK,User 2,"If you could invent a new flavor of ice cream, what would it be?"
group 234,1/24/2016 1:20,R_1nUcgEmyVIz2t28,User 1,I would invent Peanut butter cookie with chocolate. I love peanut butter cookies and chocolate and it sounds like it would be a yummy ice cream.
group 234,1/24/2016 1:22,R_1nUcgEmyVIz2t28,User 1,"What	is	your	favorite	holiday?	Why?"
group 234,1/24/2016 1:22,R_2E6tynMcF54CqdK,User 2,"My favorite holiday is Halloween, because you can dress up and act silly, and pretend to be something else for a night."
group 234,1/24/2016 1:22,R_2E6tynMcF54CqdK,User 2,What is your favorite holiday? Why?
group 234,1/24/2016 1:23,R_1nUcgEmyVIz2t28,User 1,My favorite holiday is Christmas because I love seeing the surprised look on my daughters face when she opens her presents.
group 234,1/24/2016 1:24,R_1nUcgEmyVIz2t28,User 1,"What	gifts	did	you	receive	on	your	last	birthday?"
group 234,1/24/2016 1:24,R_2E6tynMcF54CqdK,User 2,"I didn't receive much, because I really don't trade gifts with friends anymore. But, a friend took me to an NFL football game."
group 234,1/24/2016 1:24,R_2E6tynMcF54CqdK,User 2,What gifts did you receive on your last birthday?
group 234,1/24/2016 1:26,R_1nUcgEmyVIz2t28,User 1,"I didn't get much as birthdays in my family are more for the kids. I did get a gift card to Walmart, 50 dollars, and a necklace."
group 234,1/24/2016 1:26,R_1nUcgEmyVIz2t28,User 1,"Describe	the	last	time	you	went	to	the	zoo."
group 234,1/24/2016 1:27,R_2E6tynMcF54CqdK,User 2,"The last time I went to the zoo was several years ago with my sister and nieces. We got rained out halfway through, but got to see a lot of cool animals. Giraffes, the monkeys, some elephants, and then the reptile section, because one of my nieces wanted to see the snakes."
group 234,1/24/2016 1:27,R_2E6tynMcF54CqdK,User 2,Describe the last time you went to the zoo.
