Group,Time,Id,User,Message,Message filtered,Source,Script
group 154,1/11/2016 3:47,R_zZMXVmoHDaeXkch,User 2,Anyone there?,Anyone there?,mturk,Close
group 154,1/11/2016 3:48,R_21BRNh0KoBKYbhl,User 1,Hi sorry,Hi sorry,mturk,Close
group 154,1/11/2016 3:48,R_zZMXVmoHDaeXkch,User 2,"Given	the	choice	of	anyone	in	the	world,	whom	would	you	want	as	a	dinner	guest?","Given	the	choice	of	anyone	in	the	world,	whom	would	you	want	as	a	dinner	guest?",mturk,Close
group 154,1/11/2016 3:48,R_21BRNh0KoBKYbhl,User 1,"I think, perhaps, Frida Kahlo.","I think, perhaps, Frida Kahlo.",mturk,Close
group 154,1/11/2016 3:49,R_21BRNh0KoBKYbhl,User 1,"Given the choice of anyone in the world, whom would you want as a dinner guest?","Given the choice of anyone in the world, whom would you want as a dinner guest?",mturk,Close
group 154,1/11/2016 3:50,R_zZMXVmoHDaeXkch,User 2,Lynn Margulis,Lynn Margulis,mturk,Close
group 154,1/11/2016 3:50,R_zZMXVmoHDaeXkch,User 2,"What	would	constitute	a	""perfect""	day	for	you?","What	would	constitute	a	""perfect""	day	for	you?",mturk,Close
group 154,1/11/2016 3:51,R_21BRNh0KoBKYbhl,User 1,Sleeping in on a rainy day!,Sleeping in on a rainy day!,mturk,Close
group 154,1/11/2016 3:51,R_21BRNh0KoBKYbhl,User 1,"What would constitute a ""perfect"" day for you?","What would constitute a ""perfect"" day for you?",mturk,Close
group 154,1/11/2016 3:51,R_zZMXVmoHDaeXkch,User 2,Staying in and snuggling with my dog. :),Staying in and snuggling with my dog. :),mturk,Close
group 154,1/11/2016 3:51,R_zZMXVmoHDaeXkch,User 2,"If	you	were	able	to	live	to	the	age	of	90	and	retain	either	the	mind	or	body	of	a	30-year-old	 for	the	last	60	years	of	your	life,	which	would	you	want?","If	you	were	able	to	live	to	the	age	of	90	and	retain	either	the	mind	or	body	of	a	30-year-old	 for	the	last	60	years	of	your	life,	which	would	you	want?",mturk,Close
group 154,1/11/2016 3:52,R_21BRNh0KoBKYbhl,User 1,"The body, I guess. I don't want aches and pains, and if I was senile, I'd probably be happy a lot anyway.","The body, I guess. I don't want aches and pains, and if I was senile, I'd probably be happy a lot anyway.",mturk,Close
group 154,1/11/2016 3:52,R_21BRNh0KoBKYbhl,User 1,"If you were able to live to the age of 90 and retain either the mind or body of a 30-year-old for the last 60 years of your life, which would you want?","If you were able to live to the age of 90 and retain either the mind or body of a 30-year-old for the last 60 years of your life, which would you want?",mturk,Close
group 154,1/11/2016 3:52,R_zZMXVmoHDaeXkch,User 2,I agree: body.,I agree: body.,mturk,Close
group 154,1/11/2016 3:52,R_zZMXVmoHDaeXkch,User 2,"If	you	could	change	anything	about	the	way	you	were	raised,	what	would	it	be?","If	you	could	change	anything	about	the	way	you	were	raised,	what	would	it	be?",mturk,Close
group 154,1/11/2016 3:53,R_21BRNh0KoBKYbhl,User 1,To not have moved around so much.,To not have moved around so much.,mturk,Close
group 154,1/11/2016 3:53,R_21BRNh0KoBKYbhl,User 1,"If you could change anything about the way you were raised, what would it be?","If you could change anything about the way you were raised, what would it be?",mturk,Close
group 154,1/11/2016 3:53,R_zZMXVmoHDaeXkch,User 2,Having a more emotionally open household.,Having a more emotionally open household.,mturk,Close
group 154,1/11/2016 3:53,R_zZMXVmoHDaeXkch,User 2,"If	you	could	wake	up	tomorrow	having	gained	any	one	quality	or	ability,	what	would	it	be?","If	you	could	wake	up	tomorrow	having	gained	any	one	quality	or	ability,	what	would	it	be?",mturk,Close
group 154,1/11/2016 3:54,R_21BRNh0KoBKYbhl,User 1,No more social anxiety!,No more social anxiety!,mturk,Close
group 154,1/11/2016 3:54,R_21BRNh0KoBKYbhl,User 1,"If you could wake up tomorrow having gained any one quality or ability, what would it be?","If you could wake up tomorrow having gained any one quality or ability, what would it be?",mturk,Close
group 154,1/11/2016 3:54,R_zZMXVmoHDaeXkch,User 2,The ability to teleport!,The ability to teleport!,mturk,Close
group 154,1/11/2016 3:55,R_zZMXVmoHDaeXkch,User 2,"If	a	crystal	ball	could	tell	you	the	truth	about	yourself,	your	life,	the	future,	or	anything	else,	 what	would	you	want	to	know?","If	a	crystal	ball	could	tell	you	the	truth	about	yourself,	your	life,	the	future,	or	anything	else,	 what	would	you	want	to	know?",mturk,Close
group 154,1/11/2016 3:55,R_21BRNh0KoBKYbhl,User 1,"I would like to see myself as strangers see me, for better or for worse.","I would like to see myself as strangers see me, for better or for worse.",mturk,Close
group 154,1/11/2016 3:55,R_21BRNh0KoBKYbhl,User 1,"If a crystal ball could tell you the truth about yourself, your life, the future, or anything else, what would you want to know?","If a crystal ball could tell you the truth about yourself, your life, the future, or anything else, what would you want to know?",mturk,Close
group 154,1/11/2016 3:56,R_zZMXVmoHDaeXkch,User 2,I'd want to know if I become a successful doctor.,I'd want to know if I become a successful doctor.,mturk,Close
group 154,1/11/2016 3:56,R_zZMXVmoHDaeXkch,User 2,"What	is	the	greatest	accomplishment	of	your	life?","What	is	the	greatest	accomplishment	of	your	life?",mturk,Close
group 154,1/11/2016 3:57,R_21BRNh0KoBKYbhl,User 1,Getting out on my own and experiencing the world in so many unconventional ways.,Getting out on my own and experiencing the world in so many unconventional ways.,mturk,Close
group 154,1/11/2016 3:57,R_21BRNh0KoBKYbhl,User 1,What is the greatest accomplishment of your life?,What is the greatest accomplishment of your life?,mturk,Close
group 154,1/11/2016 3:57,R_zZMXVmoHDaeXkch,User 2,Getting into medical school.,Getting into medical school.,mturk,Close
group 154,1/11/2016 3:57,R_zZMXVmoHDaeXkch,User 2,"What	is	your	most	treasured	memory?","What	is	your	most	treasured	memory?",mturk,Close
group 154,1/11/2016 3:58,R_21BRNh0KoBKYbhl,User 1,Fishing/boating trips with my grandfather.,Fishing/boating trips with my grandfather.,mturk,Close
group 154,1/11/2016 3:58,R_21BRNh0KoBKYbhl,User 1,What is your most treasured memory?,What is your most treasured memory?,mturk,Close
group 154,1/11/2016 3:58,R_zZMXVmoHDaeXkch,User 2,Helping my dad around the house when I was a kid.,Helping my dad around the house when I was a kid.,mturk,Close
group 154,1/11/2016 3:59,R_zZMXVmoHDaeXkch,User 2,"If	you	knew	that	in	one	year	you	would	die	suddenly,	would	you	change	anything	about	the	 way	you	are now	living?	Why?","If	you	knew	that	in	one	year	you	would	die	suddenly,	would	you	change	anything	about	the	 way	you	are now	living?	Why?",mturk,Close
group 154,1/11/2016 3:59,R_21BRNh0KoBKYbhl,User 1,"I would, for sure. I would do anything I could to travel more.","I would, for sure. I would do anything I could to travel more.",mturk,Close
group 154,1/11/2016 3:59,R_21BRNh0KoBKYbhl,User 1,"If you knew that in one year you would die suddenly, would you change anything about the way you are now living? Why?","If you knew that in one year you would die suddenly, would you change anything about the way you are now living? Why?",mturk,Close
group 154,1/11/2016 4:00,R_zZMXVmoHDaeXkch,User 2,"I would, yes. I would give more to others and appreciate what I have.","I would, yes. I would give more to others and appreciate what I have.",mturk,Close
group 154,1/11/2016 4:00,R_zZMXVmoHDaeXkch,User 2,"How	do	you	feel	about	your	relationship	with	your	mother?","How	do	you	feel	about	your	relationship	with	your	mother?",mturk,Close
group 154,1/11/2016 4:00,R_21BRNh0KoBKYbhl,User 1,It's complicated but much better now than I ever thought it would be as a kid!,It's complicated but much better now than I ever thought it would be as a kid!,mturk,Close
group 154,1/11/2016 4:00,R_21BRNh0KoBKYbhl,User 1,How do you feel about your relationship with your mother?,How do you feel about your relationship with your mother?,mturk,Close
group 154,1/11/2016 4:00,R_zZMXVmoHDaeXkch,User 2,I feel we have a stable and strong relationship.,I feel we have a stable and strong relationship.,mturk,Close
group 154,1/11/2016 4:01,R_zZMXVmoHDaeXkch,User 2,"Share	with	your	partner	an	embarrassing	moment	in	your	life.","Share	with	your	partner	an	embarrassing	moment	in	your	life.",mturk,Close
group 154,1/11/2016 4:01,R_21BRNh0KoBKYbhl,User 1,"Oh, man. Once I went to accept an academic award and I very nearly fell over/passed out on stage.","Oh, man. Once I went to accept an academic award and I very nearly fell over/passed out on stage.",mturk,Close
group 154,1/11/2016 4:01,R_21BRNh0KoBKYbhl,User 1,Share with your partner an embarrassing moment in your life.,Share with your partner an embarrassing moment in your life.,mturk,Close
group 154,1/11/2016 4:02,R_zZMXVmoHDaeXkch,User 2,I once called one of my students by the wrong name.,I once called one of my students by the wrong name.,mturk,Close
group 154,1/11/2016 4:02,R_zZMXVmoHDaeXkch,User 2,"When	did	you	last	cry	in	front	of	another	person?	By	yourself?","When	did	you	last	cry	in	front	of	another	person?	By	yourself?",mturk,Close
group 154,1/11/2016 4:03,R_21BRNh0KoBKYbhl,User 1,"In front of another person, yesterday, because I was so frustrated with Mturk. By myself? I'm not sure, but probably a couple weeks ago.","In front of another person, yesterday, because I was so frustrated with Mturk. By myself? I'm not sure, but probably a couple weeks ago.",mturk,Close
group 154,1/11/2016 4:03,R_21BRNh0KoBKYbhl,User 1,When did you last cry in front of another person? By yourself?,When did you last cry in front of another person? By yourself?,mturk,Close
group 154,1/11/2016 4:03,R_zZMXVmoHDaeXkch,User 2,"By myself three weeks ago. In front of others, two weeks ago.","By myself three weeks ago. In front of others, two weeks ago.",mturk,Close
group 154,1/11/2016 4:03,R_zZMXVmoHDaeXkch,User 2,"If	you	were	to	die	this	evening	with	no	opportunity	to	communicate	with	anyone,	what	 would	you	most	regret	not	having	told	someone?	Why	haven't	you	told	them	yet?","If	you	were	to	die	this	evening	with	no	opportunity	to	communicate	with	anyone,	what	 would	you	most	regret	not	having	told	someone?	Why	haven't	you	told	them	yet?",mturk,Close
group 154,1/11/2016 4:05,R_21BRNh0KoBKYbhl,User 1,"There's a few people I would regret not explaining that I love them and miss them. I haven't because it's just easier to keep burned bridges still burned, you know?","There's a few people I would regret not explaining that I love them and miss them. I haven't because it's just easier to keep burned bridges still burned, you know?",mturk,Close
group 154,1/11/2016 4:05,R_21BRNh0KoBKYbhl,User 1,"If you were to die this evening with no opportunity to communicate with anyone, what would you most regret not having told someone? Why haven't you told them yet?","If you were to die this evening with no opportunity to communicate with anyone, what would you most regret not having told someone? Why haven't you told them yet?",mturk,Close
group 154,1/11/2016 4:05,,System,>> This chat has 600 seconds remaining before expiring. Please start wrapping up your conversation.,,,
group 154,1/11/2016 4:05,R_zZMXVmoHDaeXkch,User 2,I would regret not telling people close to me about me being bisexual. It's easier not to tell them.,I would regret not telling people close to me about me being bisexual. It's easier not to tell them.,mturk,Close
group 154,1/11/2016 4:05,R_zZMXVmoHDaeXkch,User 2,"Your	house,	containing	everything	you	own,	catches	fire.	After	saving	your	loved	ones	and	 pets,	you	have	time	to	safely	make	a	final	dash	to	save	any	one	item.	What	would	it	be?	 Why?","Your	house,	containing	everything	you	own,	catches	fire.	After	saving	your	loved	ones	and	 pets,	you	have	time	to	safely	make	a	final	dash	to	save	any	one	item.	What	would	it	be?	 Why?",mturk,Close
group 154,1/11/2016 4:06,R_21BRNh0KoBKYbhl,User 1,"Honestly, my birth certificate. I only have one copy.","Honestly, my birth certificate. I only have one copy.",mturk,Close
group 154,1/11/2016 4:06,R_21BRNh0KoBKYbhl,User 1,"Your house, containing everything you own, catches fire. After saving your loved ones and pets, you have time to safely make a final dash to save any one item. What would it be? Why?","Your house, containing everything you own, catches fire. After saving your loved ones and pets, you have time to safely make a final dash to save any one item. What would it be? Why?",mturk,Close
group 154,1/11/2016 4:06,R_zZMXVmoHDaeXkch,User 2,My phone because it has basically everything I need.,My phone because it has basically everything I need.,mturk,Close
group 154,1/11/2016 4:06,R_zZMXVmoHDaeXkch,User 2,"Of	all	the	people	in	your	family, whose	death	would	you	find	most	disturbing?	Why?","Of	all	the	people	in	your	family, whose	death	would	you	find	most	disturbing?	Why?",mturk,Close
group 154,1/11/2016 4:07,R_21BRNh0KoBKYbhl,User 1,"My little sister. I just can't imagine, because I barely remember life without her.","My little sister. I just can't imagine, because I barely remember life without her.",mturk,Close
group 154,1/11/2016 4:07,R_21BRNh0KoBKYbhl,User 1,"Of all the people in your family, whose death would you find most disturbing? Why?","Of all the people in your family, whose death would you find most disturbing? Why?",mturk,Close
group 154,1/11/2016 4:07,R_zZMXVmoHDaeXkch,User 2,My brother because I couldn't stand seeing my parents suffer.,My brother because I couldn't stand seeing my parents suffer.,mturk,Close
group 154,1/11/2016 4:07,R_zZMXVmoHDaeXkch,User 2,Have a nice day!,Have a nice day!,mturk,Close
group 154,1/11/2016 4:07,,System,>> User 2 has Disconnected,,,
group 154,1/11/2016 4:08,,System,>> User 1 has Disconnected,,,
group 154,1/11/2016 4:15,,System,>> This chat has now expired.,,,
group 155,1/11/2016 3:52,,System,>> User 1 has Connected,,,
group 155,1/11/2016 4:01,,System,>> User 1 has Disconnected,,,
group 156,1/11/2016 5:03,,System,>> User 1 has Connected,,,
group 156,1/11/2016 5:05,,System,>> User 1 has Disconnected,,,
group 157,1/11/2016 7:33,,System,>> User 1 has Connected,,,
group 157,1/11/2016 7:43,,System,>> All chat participants have arrived. You may now chat!,,,
group 157,1/11/2016 7:43,,System,>> User 2 has Connected,,,
group 157,1/11/2016 7:44,R_2YMbetuiPKFJ2Ns,User 2,"Given the choice of anyone in the world, whom would you want as a dinner guest?",,,
group 157,1/11/2016 7:47,,System,>> User 2 has Disconnected,,,
group 157,1/11/2016 7:51,,System,>> User 1 has Disconnected,,,
group 157,1/11/2016 8:03,,System,>> This chat has 600 seconds remaining before expiring. Please start wrapping up your conversation.,,,
group 157,1/11/2016 8:14,,System,>> This chat has now expired.,,,
group 158,1/11/2016 7:40,,System,>> User 1 has Connected,,,
group 158,1/11/2016 7:44,,System,>> User 1 has Disconnected,,,
group 159,1/11/2016 7:46,,System,>> User 1 has Connected,,,
group 159,1/11/2016 7:48,,System,>> User 1 has Disconnected,,,
group 16,12/29/2015 21:24,,System,>> User 1 has Connected,,,
group 16,12/29/2015 21:25,,System,>> User 1 has Disconnected,,,
group 160,1/11/2016 7:48,,System,>> User 1 has Connected,,,
group 160,1/11/2016 7:53,,System,>> User 1 has Disconnected,,,
group 161,1/11/2016 8:44,,System,>> User 1 has Connected,,,
group 161,1/11/2016 8:46,,System,>> User 1 has Disconnected,,,
group 162,1/11/2016 13:05,,System,>> User 1 has Connected,,,
group 162,1/11/2016 13:06,,System,>> User 1 has Disconnected,,,
group 163,1/11/2016 13:06,,System,>> User 1 has Connected,,,
group 163,1/11/2016 13:08,,System,>> User 1 has Disconnected,,,
group 164,1/11/2016 14:36,,System,>> User 1 has Connected,,,
group 164,1/11/2016 15:06,,System,>> User 1 has Disconnected,,,
group 165,1/11/2016 14:56,,System,>> User 1 has Connected,,,
group 165,1/11/2016 15:02,,System,>> User 1 has Disconnected,,,
group 166,1/11/2016 15:06,,System,>> User 1 has Connected,,,
group 166,1/11/2016 15:07,,System,>> User 1 has Disconnected,,,
group 167,1/11/2016 15:09,,System,>> User 1 has Connected,,,
group 167,1/11/2016 15:16,,System,>> User 1 has Disconnected,,,
group 168,1/11/2016 15:35,,System,>> User 1 has Connected,,,
group 168,1/11/2016 15:49,,System,>> User 1 has Disconnected,,,
group 169,1/11/2016 15:54,,System,>> User 1 has Connected,,,
group 169,1/11/2016 15:56,,System,>> User 1 has Disconnected,,,
group 17,12/29/2015 21:24,,System,>> User 1 has Connected,,,
group 17,12/29/2015 21:31,,System,>> User 1 has Disconnected,,,
group 170,1/11/2016 16:35,,System,>> User 1 has Connected,,,
group 170,1/11/2016 16:36,,System,>> User 1 has Disconnected,,,
group 171,1/11/2016 16:48,,System,>> User 1 has Connected,,,
group 171,1/11/2016 16:55,,System,>> User 1 has Disconnected,,,
group 172,1/11/2016 17:18,,System,>> User 1 has Connected,,,
group 173,1/11/2016 17:31,,System,>> User 1 has Connected,,,
group 173,1/11/2016 17:32,,System,>> User 1 has Disconnected,,,
group 174,1/11/2016 18:51,,System,>> User 1 has Connected,,,
group 174,1/11/2016 18:57,,System,>> User 1 has Disconnected,,,
group 175,1/11/2016 19:13,,System,>> User 1 has Connected,,,
group 175,1/11/2016 19:20,,System,>> User 1 has Disconnected,,,
group 176,1/11/2016 19:32,,System,>> User 1 has Connected,,,
group 176,1/11/2016 19:34,,System,>> User 1 has Disconnected,,,
group 177,1/11/2016 19:39,,System,>> User 1 has Connected,,,
group 177,1/11/2016 19:39,,System,>> User 1 has Disconnected,,,
group 178,1/11/2016 22:59,,System,>> User 1 has Connected,,,
group 178,1/11/2016 23:09,,System,>> User 1 has Disconnected,,,
group 179,1/11/2016 23:59,,System,>> User 1 has Connected,,,
group 179,1/12/2016 0:00,,System,>> User 1 has Disconnected,,,
group 18,12/29/2015 21:24,,System,>> User 1 has Connected,,,
group 18,12/29/2015 21:32,,System,>> User 1 has Disconnected,,,
group 180,1/12/2016 1:21,,System,>> User 1 has Connected,,,
group 180,1/12/2016 1:31,,System,>> User 1 has Disconnected,,,
group 181,1/12/2016 6:47,,System,>> User 1 has Connected,,,
group 181,1/12/2016 6:52,,System,>> User 1 has Disconnected,,,
group 182,1/12/2016 12:29,,System,>> User 1 has Connected,,,
group 182,1/12/2016 12:34,,System,>> User 1 has Disconnected,,,
group 183,1/12/2016 13:24,,System,>> User 1 has Connected,,,
group 183,1/12/2016 13:27,,System,>> User 1 has Disconnected,,,
group 184,1/12/2016 16:16,,System,>> User 1 has Connected,,,
group 184,1/12/2016 16:42,,System,>> User 1 has Disconnected,,,
group 185,1/12/2016 22:06,,System,>> User 1 has Connected,,,
group 185,1/12/2016 22:07,,System,>> All chat participants have arrived. You may now chat!,,,
group 185,1/12/2016 22:07,,System,>> User 2 has Connected,,,
group 185,1/12/2016 22:08,R_3r2Nm3xKyptGWr1,User 2,"Given	the	choice	of	anyone	in	the	world,	whom	would	you	want	as	a	dinner	guest?",,,
group 185,1/12/2016 22:09,R_1CymhT92ksIn60L,User 1,Martha stewart,,,
group 185,1/12/2016 22:09,R_3r2Nm3xKyptGWr1,User 2,I'd bring back Terry Pratchett from the dead,,,
group 185,1/12/2016 22:09,R_3r2Nm3xKyptGWr1,User 2,"What	would	constitute	a	""perfect""	day	for	you?",,,
group 185,1/12/2016 22:09,R_1CymhT92ksIn60L,User 1,"Given the choice of anyone in the world, whom would you want as a dinner guest?",,,
group 185,1/12/2016 22:10,R_3r2Nm3xKyptGWr1,User 2,I'd bring back Terry Pratchett from the dead,,,
group 185,1/12/2016 22:10,R_1CymhT92ksIn60L,User 1,A day out at the beach,,,
group 185,1/12/2016 22:10,R_1CymhT92ksIn60L,User 1,"What would constitute a ""perfect"" day for you?",,,
group 185,1/12/2016 22:10,,System,>> User 2 has Disconnected,,,
group 185,1/12/2016 22:11,,System,>> User 1 has Disconnected,,,
group 186,1/13/2016 3:48,,System,>> User 1 has Connected,,,
group 186,1/13/2016 3:55,,System,>> User 1 has Disconnected,,,
group 187,1/13/2016 13:59,,System,>> User 1 has Connected,,,
group 187,1/13/2016 14:08,,System,>> User 1 has Disconnected,,,
group 188,1/13/2016 22:09,,System,>> User 1 has Connected,,,
group 188,1/13/2016 22:13,,System,>> User 1 has Disconnected,,,
group 189,1/14/2016 1:31,,System,>> User 1 has Connected,,,
group 189,1/14/2016 1:39,,System,>> User 1 has Disconnected,,,
group 19,12/29/2015 21:31,,System,>> User 1 has Connected,,,
group 19,12/29/2015 21:32,,System,>> User 1 has Disconnected,,,
group 190,1/14/2016 4:47,,System,>> User 1 has Connected,,,
group 190,1/14/2016 6:01,,System,>> User 1 has Disconnected,,,
group 190,1/14/2016 7:13,,System,>> User 1 has Disconnected,,,
group 191,1/14/2016 4:47,,System,>> User 1 has Connected,,,
group 191,1/14/2016 6:01,,System,>> User 1 has Disconnected,,,
group 191,1/14/2016 7:13,,System,>> User 1 has Disconnected,,,
group 192,1/14/2016 6:38,,System,>> User 1 has Connected,,,
group 192,1/14/2016 6:43,,System,>> User 1 has Disconnected,,,
group 193,1/14/2016 8:04,,System,>> User 1 has Connected,,,
group 193,1/14/2016 8:29,,System,>> All chat participants have arrived. You may now chat!,,,
group 193,1/14/2016 8:29,,System,>> User 2 has Connected,,,
group 193,1/14/2016 8:29,R_9KpousjLnbECqQx,User 2,Hi.,Hi.,mturk,Close
group 193,1/14/2016 8:30,R_9KpousjLnbECqQx,User 2,"Given the choice of anyone in the world, whom would you want as a dinner guest?","Given the choice of anyone in the world, whom would you want as a dinner guest?",mturk,Close
group 193,1/14/2016 8:31,R_9KpousjLnbECqQx,User 2,I would want Chris Lowe from Pet Shop Boys. I love hime to bits!,I would want Chris Lowe from Pet Shop Boys. I love hime to bits!,mturk,Close
group 193,1/14/2016 8:31,R_9KpousjLnbECqQx,User 2,*him,*him,mturk,Close
group 193,1/14/2016 8:33,R_1Hq6T18LA8hSpse,User 1,"I think I would choose Christopher hitchens, although he passed away a few years ago.","I think I would choose Christopher hitchens, although he passed away a few years ago.",mturk,Close
group 193,1/14/2016 8:34,R_1Hq6T18LA8hSpse,User 1,"What  would  constitute  a  ""perfect""  day  for","What  would  constitute  a  ""perfect""  day  for",mturk,Close
group 193,1/14/2016 8:34,R_1Hq6T18LA8hSpse,User 1,you?,you?,mturk,Close
group 193,1/14/2016 8:34,R_9KpousjLnbECqQx,User 2,Chris Lowe from the Pet Shop Boys.,Chris Lowe from the Pet Shop Boys.,mturk,Close
group 193,1/14/2016 8:35,R_1Hq6T18LA8hSpse,User 1,"Okay, cool!","Okay, cool!",mturk,Close
group 193,1/14/2016 8:35,R_1Hq6T18LA8hSpse,User 1,"The next question is, ""What would constititue a ""perfect"" day for you?","The next question is, ""What would constititue a ""perfect"" day for you?",mturk,Close
group 193,1/14/2016 8:35,R_9KpousjLnbECqQx,User 2,A perfect day for me would be no stress and being able to really relax.,A perfect day for me would be no stress and being able to really relax.,mturk,Close
group 193,1/14/2016 8:36,R_9KpousjLnbECqQx,User 2,How about you?,How about you?,mturk,Close
group 193,1/14/2016 8:37,R_1Hq6T18LA8hSpse,User 1,Yeah me too.  I think I would want to be somewhere warm and sunny and with somebody I love.  And it would involve a little bit of exercise and them some drinking and intimacy.,Yeah me too.  I think I would want to be somewhere warm and sunny and with somebody I love.  And it would involve a little bit of exercise and them some drinking and intimacy.,mturk,Close
group 193,1/14/2016 8:37,R_1Hq6T18LA8hSpse,User 1,"If	   you	   were	   able	   to	   live	   to	   the	   age	   of	   90	   and	   retain	   either	   the	   mind	   or	   body	   of	   a	   30 -­‐ year -­‐ old	    for	   the	   last	   60	   years	   of	   your	   life,	   which	   would	   you	    want?","If	   you	   were	   able	   to	   live	   to	   the	   age	   of	   90	   and	   retain	   either	   the	   mind	   or	   body	   of	   a	   30 -­‐ year -­‐ old	    for	   the	   last	   60	   years	   of	   your	   life,	   which	   would	   you	    want?",mturk,Close
group 193,1/14/2016 8:38,R_9KpousjLnbECqQx,User 2,"Wow, sounds like a paradise to me! :sunglasses:","Wow, sounds like a paradise to me! :sunglasses:",mturk,Close
group 193,1/14/2016 8:38,R_9KpousjLnbECqQx,User 2,I would want to retain the mind of a 30 year old.,I would want to retain the mind of a 30 year old.,mturk,Close
group 193,1/14/2016 8:38,R_9KpousjLnbECqQx,User 2,How about you?,How about you?,mturk,Close
group 193,1/14/2016 8:39,R_1Hq6T18LA8hSpse,User 1,"Yeah me too actually.  Even if I couldn't use my body as well, at least I would have my mind to enjoy my memories.","Yeah me too actually.  Even if I couldn't use my body as well, at least I would have my mind to enjoy my memories.",mturk,Close
group 193,1/14/2016 8:39,R_9KpousjLnbECqQx,User 2,Yup.,Yup.,mturk,Close
group 193,1/14/2016 8:39,R_9KpousjLnbECqQx,User 2,"If you could change anything about the way you were raised, what would it be?","If you could change anything about the way you were raised, what would it be?",mturk,Close
group 193,1/14/2016 8:40,R_1Hq6T18LA8hSpse,User 1,"Well, my first thought is that I wish my parents didn't get divorced.  But who knows, maybe it was better that they did.","Well, my first thought is that I wish my parents didn't get divorced.  But who knows, maybe it was better that they did.",mturk,Close
group 193,1/14/2016 8:40,R_1Hq6T18LA8hSpse,User 1,How about you?,How about you?,mturk,Close
group 193,1/14/2016 8:41,R_9KpousjLnbECqQx,User 2,I would completely get rid of my father because he failed completely as a parent and a waste of space in my life.,I would completely get rid of my father because he failed completely as a parent and a waste of space in my life.,mturk,Close
group 193,1/14/2016 8:42,R_9KpousjLnbECqQx,User 2,"If you could wake up tomorrow having gained any one quality or ability, what would it be?","If you could wake up tomorrow having gained any one quality or ability, what would it be?",mturk,Close
group 193,1/14/2016 8:43,R_1Hq6T18LA8hSpse,User 1,"Oh wow, okay.","Oh wow, okay.",mturk,Close
group 193,1/14/2016 8:44,R_1Hq6T18LA8hSpse,User 1,I would like the ability to quit smoking.  It's really bothering me these days that I can't.  It's a struggle.,I would like the ability to quit smoking.  It's really bothering me these days that I can't.  It's a struggle.,mturk,Close
group 193,1/14/2016 8:44,R_1Hq6T18LA8hSpse,User 1,How about you?,How about you?,mturk,Close
group 193,1/14/2016 8:45,R_9KpousjLnbECqQx,User 2,I used to smoke myself but I quit a few years back. It really is hard to quit.,I used to smoke myself but I quit a few years back. It really is hard to quit.,mturk,Close
group 193,1/14/2016 8:45,R_9KpousjLnbECqQx,User 2,I would want to gain the ability to have unlimited motivation because I am seriously lacking it in my life. It's embarrassing.,I would want to gain the ability to have unlimited motivation because I am seriously lacking it in my life. It's embarrassing.,mturk,Close
group 193,1/14/2016 8:46,R_9KpousjLnbECqQx,User 2,"If a crystal ball could tell you the truth about yourself, your life, the future, or anything else, what would you want to know?","If a crystal ball could tell you the truth about yourself, your life, the future, or anything else, what would you want to know?",mturk,Close
group 193,1/14/2016 8:47,R_1Hq6T18LA8hSpse,User 1,"I would want to know, for financial reasons, when I'm going to die.  I save a lot of money for retirement but I'm worried that I won't be able to enjoy it.  My dad died last year at 66, the same year he was due to retire.  So I'm worried that I'm saving money for nothing.","I would want to know, for financial reasons, when I'm going to die.  I save a lot of money for retirement but I'm worried that I won't be able to enjoy it.  My dad died last year at 66, the same year he was due to retire.  So I'm worried that I'm saving money for nothing.",mturk,Close
group 193,1/14/2016 8:48,R_1Hq6T18LA8hSpse,User 1,Hehe I guess that sounds a little greedy.,Hehe I guess that sounds a little greedy.,mturk,Close
group 193,1/14/2016 8:48,R_1Hq6T18LA8hSpse,User 1,How about you?,How about you?,mturk,Close
group 193,1/14/2016 8:48,R_9KpousjLnbECqQx,User 2,"No, it doesn't sound greedy; it's realistic and reasonable.","No, it doesn't sound greedy; it's realistic and reasonable.",mturk,Close
group 193,1/14/2016 8:48,R_1Hq6T18LA8hSpse,User 1,Thanks!,Thanks!,mturk,Close
group 193,1/14/2016 8:49,R_9KpousjLnbECqQx,User 2,"For me, I would want to know where exactly do I belong in this world, what people to completely eliminate in my life, and will I ever get out of debt.","For me, I would want to know where exactly do I belong in this world, what people to completely eliminate in my life, and will I ever get out of debt.",mturk,Close
group 193,1/14/2016 8:49,,System,>> This chat has 600 seconds remaining before expiring. Please start wrapping up your conversation.,,,
group 193,1/14/2016 8:50,R_9KpousjLnbECqQx,User 2,What is the greatest accomplishment of your life?,What is the greatest accomplishment of your life?,mturk,Close
group 193,1/14/2016 8:50,R_1Hq6T18LA8hSpse,User 1,"I got it, okay.","I got it, okay.",mturk,Close
group 193,1/14/2016 8:50,R_1Hq6T18LA8hSpse,User 1,I think my greatest accomplishment has been my travel experiences.  I've been to more than 40 countries and lived in a handful of them successfully so I'm proud of that and I really enjoy it.,I think my greatest accomplishment has been my travel experiences.  I've been to more than 40 countries and lived in a handful of them successfully so I'm proud of that and I really enjoy it.,mturk,Close
group 193,1/14/2016 8:50,R_1Hq6T18LA8hSpse,User 1,How about you?,How about you?,mturk,Close
